,State,City,Location,Store Type,Address,Endpoint
0,Alabama,Foley,FOLEY (RIVIERA),Gap Factory Store,"2601 South Mckenzie Street Ste G-1,Foley, AL 36535",https://www.gap.com/stores/al/foley/
1,Alaska,Anchorage,DIMOND S/C,"Gap,babyGap,GapKids,GapBody","800 East Dimond Blvd Suite #187,Anchorage, AK 99515",https://www.gap.com/stores/ak/anchorage/
2,Arizona,Chandler,PHOENIX PREMIUM,Gap Factory Store,"4976 Premium Outlets Way Suite 610,Chandler, AZ 85226",https://www.gap.com/stores/az/chandler/
3,Arizona,Glendale,WESTGATE TANGER OUT,Gap Factory Store,"6800 N 95 Ave Suite 600,Glendale, AZ 85305",https://www.gap.com/stores/az/glendale/
4,Arizona,Phoenix,Outlt North Phoenix,Gap Factory Store,"4250 W Anthem Way Ste 385,Phoenix, AZ 85086-7693",https://www.gap.com/stores/az/phoenix/
5,Arizona,Scottsdale,Scottsdale Quarter,"Gap,GapKids,GapBody","15279 N Scottsdale Road Ste B110,Scottsdale, AZ 85254",https://www.gap.com/stores/az/scottsdale/
6,Arizona,Scottsdale,SCOTTSDALE QUARTER,"Gap,GapKids","15279 N Scottsdale Road Ste B105,Scottsdale, AZ 85254",https://www.gap.com/stores/az/scottsdale/
7,Arizona,Tempe,ARIZONA MILLS,Gap Factory Store,"5000 S Arizona Mills Cir Ste 274,Tempe, AZ 85282-6421",https://www.gap.com/stores/az/tempe/
8,Arizona,Tucson,TUCSON PREMIUM OUTLT,Gap Factory Store,"6401 W Marana Center Blvd Ste 536,Tucson, AZ 85742",https://www.gap.com/stores/az/tucson/
9,Arkansas,Little Rock,OUTLS of Little Rock,Gap Factory Store,"11201 Bass Pro Parkway #g M171,Little Rock, AR 72210",https://www.gap.com/stores/ar/littlerock/
10,Arkansas,Rogers,PINNACLE HILLS PRM,"Gap,babyGap,GapKids,GapBody","2203 S Promenade Blvd ,Rogers, AR 72758",https://www.gap.com/stores/ar/rogers/
11,California,Alpine,VIEJAS FACTORY OUTLE,Gap Factory Store,"5003 Willows Road Ste G106,Alpine, CA 91901",https://www.gap.com/stores/ca/alpine/
12,California,Arcadia,SANTA ANITA F/P,"Gap,babyGap,GapKids","400 S Baldwin Ave Ste 179,Arcadia, CA 91007",https://www.gap.com/stores/ca/arcadia/
13,California,Burbank,301 N. SAN FERNANDO,Gap Factory Store,"301 N. San Fernando Blvd. ,Burbank, CA 91502",https://www.gap.com/stores/ca/burbank/
14,California,Cabazon,DESERT HILLS PREMIUM,Gap Factory Store,"48400 Seminole Drive Space #400,Cabazon, CA 92230",https://www.gap.com/stores/ca/cabazon/
15,California,Calexico,GRAN PLAZA,Gap Factory Store,"888 W. Second St. Suite F-180,Calexico, CA 92231",https://www.gap.com/stores/ca/calexico/
16,California,Camarillo,CAMARILLO PREMIUM,Gap Factory Store,"540 Ventura Blvd Suite 1368,Camarillo, CA 93010",https://www.gap.com/stores/ca/camarillo/
17,California,Canoga Park,TOPANGA PLAZA,"Gap,babyGap,GapKids","6600 Topanga Canyon Blvd Space 43a,Canoga Park, CA 91303",https://www.gap.com/stores/ca/canogapark/
18,California,Carlsbad,CARLSBAD PREMIUM,Gap Factory Store,"5620 Paseo Del Norte Suite 102,Carlsbad, CA 92008",https://www.gap.com/stores/ca/carlsbad/
19,California,Cerritos,LOS CERRITOS CNTR,"Gap,babyGap,GapKids,GapBody","220 Los Cerritos Mall A-27,Cerritos, CA 90703",https://www.gap.com/stores/ca/cerritos/
20,California,Commerce,CITADEL OUTLETS,Gap Factory Store,"100 Citadel Drive Ste #591,Commerce, CA 90040",https://www.gap.com/stores/ca/commerce/
21,California,Concord,VERANDA (THE),Gap Factory Store,"2075 Diamond Blvd Space H-160,Concord, CA 94520",https://www.gap.com/stores/ca/concord/
22,California,Corte Madera,VILLAGE CORTE MADERA,"Gap,babyGap,GapKids,GapBody","1554 Redwood Highway C-1,Corte Madera, CA 94925-1224",https://www.gap.com/stores/ca/cortemadera/
23,California,Costa Mesa,SOUTH COAST PLAZA,"Gap,babyGap,GapKids","3333 Bristol St Ste 1862,Costa Mesa, CA 92626-1811",https://www.gap.com/stores/ca/costamesa/
24,California,Encinitas,ENCINITAS VILLAGE,"Gap,babyGap,GapKids,GapBody","115 N. El Camino Real Ste 117,Encinitas, CA 92024",https://www.gap.com/stores/ca/encinitas/
25,California,Folsom,FOLSOM PREMIUM,Gap Factory Store,"13000 Folsom Blvd Suite 1320,Folsom, CA 95630",https://www.gap.com/stores/ca/folsom/
26,California,Fresno,OCEANX FDC,,"3685 North Gap Drive ,Fresno, CA 93727",https://www.gap.com/stores/ca/fresno/
27,California,Gilroy,GILROY PREMIUM,Gap Factory Store,"8555 San Ysidro Ave Ste F10,Gilroy, CA 95020",https://www.gap.com/stores/ca/gilroy/
28,California,Glendale,Glendale Galleria-CA,"Gap,babyGap,GapKids,GapBody","2122 Glendale Galleria Space 1161,Glendale, CA 91210-1301",https://www.gap.com/stores/ca/glendale/
29,California,Huntington Beach,5 POINTS PLAZA,"Gap,babyGap,GapKids,GapBody","18681 Main Street #c,Huntington Beach, CA 92648",https://www.gap.com/stores/ca/huntingtonbeach/
30,California,Inglewood,VILLAGE AT CENTURY,Gap Factory Store,"3480 West Century Blvd ,Inglewood, CA 90303",https://www.gap.com/stores/ca/inglewood/
31,California,Lake Elsinore,LAKE ELSINORE,Gap Factory Store,"17600 Collier Avenue D086 & D087,Lake Elsinore, CA 92530",https://www.gap.com/stores/ca/lakeelsinore/
32,California,Livermore,SF PREMIUM OUTLETS,Gap Factory Store,"3002 Livermore Outlets Drive Space # 300,Livermore, CA 94551",https://www.gap.com/stores/ca/livermore/
33,California,Long Beach,THE PIKE OUTLETS,Gap Factory Store,"55 Bay St Unit 590,Long Beach, CA 90802",https://www.gap.com/stores/ca/longbeach/
34,California,Los Angeles,CENTURY CITY,"Gap,babyGap,GapKids,GapBody","10250 Santa Monica Blvd B-14,Los Angeles, CA 90067-6501",https://www.gap.com/stores/ca/losangeles/
35,California,Los Angeles,GROVE AT FARMERS MKT,"Gap,babyGap,GapKids,GapBody","189 The Grove Drive H80,Los Angeles, CA 90036-6225",https://www.gap.com/stores/ca/losangeles/
36,California,Manhattan Beach,MANHATTAN VILLAGE,"Gap,babyGap,GapKids,GapBody","3200 N Sepulveda Blvd E-10,Manhattan Beach, CA 90266",https://www.gap.com/stores/ca/manhattanbeach/
37,California,Milpitas,Great Mall/Bay Area,Gap Factory Store,"447 Great Mall Drive Suite 271,Milpitas, CA 95035",https://www.gap.com/stores/ca/milpitas/
38,California,Mission Viejo,MISSION VIEJO MALL,"Gap,babyGap,GapKids,GapBody","234 The Shops At Mission Viejo 234,Mission Viejo, CA 92691",https://www.gap.com/stores/ca/missionviejo/
39,California,Monterey,Del Monte S/C,"Gap,babyGap,GapKids,GapBody","1410 Del Monte Center Store 615,Monterey, CA 93940",https://www.gap.com/stores/ca/monterey/
40,California,Napa,NAPA PREMIUM OUTLETS,Gap Factory Store,"629 Factory Stores Drive ,Napa, CA 94558",https://www.gap.com/stores/ca/napa/
41,California,Newport Coast,Crystal Cove,"Gap,babyGap,GapKids,GapBody","8012 East Coast Hwy B203,Newport Coast, CA 92657-2121",https://www.gap.com/stores/ca/newportcoast/
42,California,Novato,VINTAGE OAKS,Gap Factory Store,"208 Vintage Way Ste K15,Novato, CA 94945",https://www.gap.com/stores/ca/novato/
43,California,Oakland,LAKESHORE AV-OAKLAND,"Gap,babyGap,GapKids","3277 Lakeshore Avenue ,Oakland, CA 94610-2719",https://www.gap.com/stores/ca/oakland/
44,California,Ontario,Ontario Mills,Gap Factory Store,"1 Mills Circle Space 834,Ontario, CA 91764",https://www.gap.com/stores/ca/ontario/
45,California,Orange,OUTLETS AT ORANGE,Gap Factory Store,"20 City Boulevard Space 1560,Orange, CA 92868",https://www.gap.com/stores/ca/orange/
46,California,Palo Alto,STANFORD,"Gap,babyGap,GapKids,GapBody","165 Stanford Shopping Ctr 165,Palo Alto, CA 94304-1409",https://www.gap.com/stores/ca/paloalto/
47,California,Petaluma,PETALUMA VILLAGE,Gap Factory Store,"2200 Petaluma Blvd. North Space #300,Petaluma, CA 94952",https://www.gap.com/stores/ca/petaluma/
48,California,Redlands,MOUNTAIN GROVE,Gap Factory Store,"27461 San Bernardino Ave Suite 130,Redlands, CA 92374",https://www.gap.com/stores/ca/redlands/
49,California,Roseville,ROSEVILLE GALLERIA,"Gap,babyGap,GapKids","1151 Galleria Blvd Ste 246,Roseville, CA 95678",https://www.gap.com/stores/ca/roseville/
50,California,San Diego,UNIVERSITY T/C - CA,"Gap,babyGap,GapKids,GapBody","4505 La Jolla Village Dr C-9,San Diego, CA 92122-1297",https://www.gap.com/stores/ca/sandiego/
51,California,San Francisco,CHESTNUT ST - SF,"Gap,babyGap,GapKids","2159 Chestnut Street ,San Francisco, CA 94123-2708",https://www.gap.com/stores/ca/sanfrancisco/
52,California,San Francisco,Gap at 2 Folsom,Gap,"2 Folsom Street ,San Francisco, CA 94105",https://www.gap.com/stores/ca/sanfrancisco/
53,California,San Jose,WESTGATE MALL,Gap Factory Store,"1600 Saratoga Ave ,San Jose, CA 95129",https://www.gap.com/stores/ca/sanjose/
54,California,San Leandro,MARINA SQUARE,Gap Factory Store,"1259 Marina Blvd. ,San Leandro, CA 94577-3322",https://www.gap.com/stores/ca/sanleandro/
55,California,San Mateo,HILLSDALE,"Gap,babyGap,GapKids,GapBody","437 Hillsdale Mall Ste #2148,San Mateo, CA 94403-3404",https://www.gap.com/stores/ca/sanmateo/
56,California,Santa Barbara,PASEO NUEVO,"Gap,babyGap,GapKids,GapBody","615 Paseo Nuevo ,Santa Barbara, CA 93101-3388",https://www.gap.com/stores/ca/santabarbara/
57,California,Santa Clara,VALLEY FAIR - CA,"1969,Gap,babyGap,GapKids,GapBody","2855 Stevens Creek Blvd Ste 1015,Santa Clara, CA 95050-6709",https://www.gap.com/stores/ca/santaclara/
58,California,Santa Cruz,PACIFIC AV-SNTA CRUZ,"Gap,babyGap,GapKids,GapBody","1225 Pacific Avenue ,Santa Cruz, CA 95060-3914",https://www.gap.com/stores/ca/santacruz/
59,California,Santa Monica,WILSHIRE BL-S MONICA,"Gap,babyGap,GapKids,GapBody","1931 Wilshire Blvd ,Santa Monica, CA 90403-5605",https://www.gap.com/stores/ca/santamonica/
60,California,San Ysidro,LAS AMERICAS,Gap Factory Store,"4265 Camino De La Plaza Building I - Space 220,San Ysidro, CA 92173",https://www.gap.com/stores/ca/sanysidro/
61,California,Sherman Oaks,Sherman Oaks Fash Sq,"Gap,GapBody","14006 Riverside Drive 215, 216, 218,Sherman Oaks, CA 91423-1918",https://www.gap.com/stores/ca/shermanoaks/
62,California,Sherman Oaks,SHERMAN OAKS FASH SQ,"Gap,GapKids","14006 Riverside Dr Ste 90,Sherman Oaks, CA 91423",https://www.gap.com/stores/ca/shermanoaks/
63,California,Tejon Ranch,Outlet @ Tejon Ranch,Gap Factory Store,"5701 Outlets At Tejon Parkway Suite 800,Tejon Ranch, CA 93203",https://www.gap.com/stores/ca/tejonranch/
64,California,Torrance,DEL AMO FASHION CNTR,"Gap,babyGap,GapKids,GapBody","3525 Carson Street Ste #67,Torrance, CA 90503",https://www.gap.com/stores/ca/torrance/
65,California,Tulare,TULARE OUTLET CENTER,Gap Factory Store,"1501 Retherford St Ste C10,Tulare, CA 93274",https://www.gap.com/stores/ca/tulare/
66,California,Vacaville,VACAVILLE PREMIUM,Gap Factory Store,"121-a Nut Tree Road ,Vacaville, CA 95687",https://www.gap.com/stores/ca/vacaville/
67,California,Van Nuys,Plant (The),Gap Factory Store,"7872 Van Nuys Blvd ,Van Nuys, CA 91402",https://www.gap.com/stores/ca/vannuys/
68,Colorado,Broomfield,FLATIRON CROSSING,"Gap,babyGap,GapKids,GapBody","1 W Flatiron Circle #1078,Broomfield, CO 80021",https://www.gap.com/stores/co/broomfield/
69,Colorado,Castle Rock,OUTLETS CASTLE ROCK,Gap Factory Store,"5050 Factory Shops Blvd Ste 1055,Castle Rock, CO 80108",https://www.gap.com/stores/co/castlerock/
70,Colorado,Denver,CHERRY CREEK,"Gap,babyGap,GapKids,GapBody","3000 E 1st Avenue C292,Denver, CO 80206",https://www.gap.com/stores/co/denver/
71,Colorado,Lakewood,COLORADO MILLS,Gap Factory Store,"14500 W Colfax Ave Space 214,Lakewood, CO 80401-3228",https://www.gap.com/stores/co/lakewood/
72,Colorado,Silverthorne,SILVERTHORNE,Gap Factory Store,"125-c Stephens Way A022,Silverthorne, CO 80498",https://www.gap.com/stores/co/silverthorne/
73,Colorado,Thornton,DENVER PREMIUM,Gap Factory Store,"13801 Grant Street Suite 290,Thornton, CO 80023",https://www.gap.com/stores/co/thornton/
74,Connecticut,Avon,AVON MARKETPLACE,"Gap,babyGap,GapKids,GapBody","380 West Main Street ,Avon, CT 06001",https://www.gap.com/stores/ct/avon/
75,Connecticut,Clinton,CLINTON CROSSING,Gap Factory Store,"20-a Killingsworth Turnpike Space 220,Clinton, CT 06413",https://www.gap.com/stores/ct/clinton/
76,Connecticut,Danbury,DANBURY FAIR,"Gap,babyGap,GapKids,GapBody","7 Backus Ave Ste H-106,Danbury, CT 06810-7427",https://www.gap.com/stores/ct/danbury/
77,Connecticut,Fairfield,BLACK ROCK S/C,"Gap,GapKids,GapBody","2215 Black Rock Tpke ,Fairfield, CT 06825",https://www.gap.com/stores/ct/fairfield/
78,Connecticut,Hamden,Hamden Village Fair,Gap Factory Store,"2165 Dixwell Avenue ,Hamden, CT 06514",https://www.gap.com/stores/ct/hamden/
79,Connecticut,Mashantucket,FOXWOODS DESIGNER,Gap Factory Store,"455 Trolley Line Blvd Suite 350,Mashantucket, CT 06338",https://www.gap.com/stores/ct/mashantucket/
80,Connecticut,Southbury,SOUTHBURY GREEN,"Gap,GapKids,GapBody","775 Main Street South Bldg A,Southbury, CT 06488-2271",https://www.gap.com/stores/ct/southbury/
81,Connecticut,West Hartford,WESTFARMS,"Gap,babyGap,GapKids,GapBody","1500 New Britain Ave Space F-110,West Hartford, CT 06110",https://www.gap.com/stores/ct/westhartford/
82,Connecticut,Westport,MAIN ST - WESTPORT,"Gap,babyGap,GapKids,GapBody","125 Main Street ,Westport, CT 06880-3300",https://www.gap.com/stores/ct/westport/
83,Delaware,Newark,CHRISTIANA,"Gap,babyGap,GapKids","458 Christiana Mall ,Newark, DE 19702",https://www.gap.com/stores/de/newark/
84,Delaware,Rehoboth Beach,REHOBOTH TANGER,Gap Factory Store,"36461 Seaside Outlet Dr Space 1900,Rehoboth Beach, DE 19971-1719",https://www.gap.com/stores/de/rehobothbeach/
85,Florida,Aventura,Aventura,"Gap,babyGap,GapKids,GapBody","19575 Biscayne Blvd. Space #455,Aventura, FL 33180",https://www.gap.com/stores/fl/aventura/
86,Florida,Daytona Beach,DAYTONA BEACH TANGER,Gap Factory Store,"1100 Cornerstone Blvd Suite #400,Daytona Beach, FL 32117",https://www.gap.com/stores/fl/daytonabeach/
87,Florida,Destin,SILVER SANDS,Gap Factory Store,"10676 Emerald Coast Parkway W Ste 141,Destin, FL 32550-7116",https://www.gap.com/stores/fl/destin/
88,Florida,Ellenton,ELLENTON PREMIUM,Gap Factory Store,"5141 Factory Shops Blvd Space #675,Ellenton, FL 34222",https://www.gap.com/stores/fl/ellenton/
89,Florida,Estero,MIROMAR OUTLETS,Gap Factory Store,"10801 Corkscrew Road 423,Estero, FL 33928-9430",https://www.gap.com/stores/fl/estero/
90,Florida,Florida City,FLORIDA CITY,Gap Factory Store,"250 East Palm Drive Ste 173,Florida City, FL 33034",https://www.gap.com/stores/fl/floridacity/
91,Florida,Key West,DUVAL STREET,Gap Factory Store,"526-528 Duval Street ,Key West, FL 33040",https://www.gap.com/stores/fl/keywest/
92,Florida,Lutz,TAMPA PREMIUM,Gap Factory Store,"2300 Grand Cypress Drive Suite 105,Lutz, FL 33559",https://www.gap.com/stores/fl/lutz/
93,Florida,Miami,KENDALL VILLAGE CNTR,Gap Factory Store,"8705 Sw 124th Ave ,Miami, FL 33183",https://www.gap.com/stores/fl/miami/
94,Florida,Miami,DOLPHIN MALL,Gap Factory Store,"11401 12th Street ,Miami, FL 33172",https://www.gap.com/stores/fl/miami/
95,Florida,Miami,DADELAND,"Gap,babyGap,GapKids,GapBody","7271 N Kendall Road Ste #3240,Miami, FL 33156-7853",https://www.gap.com/stores/fl/miami/
96,Florida,Miami Beach,LINCOLN RD-MIAMI BEA,"Gap,babyGap,GapKids,GapBody","1001 Lincoln Road ,Miami Beach, FL 33139",https://www.gap.com/stores/fl/miamibeach/
97,Florida,Orlando,ORLANDO VINELAND PRE,Gap Factory Store,"8225 Vineland Ave Blding 20, Suite#2001,Orlando, FL 32821",https://www.gap.com/stores/fl/orlando/
98,Florida,Orlando,LAKE BUENA VISTA,Gap Factory Store,"15807 S. Apopka Vineland Road ,Orlando, FL 32821",https://www.gap.com/stores/fl/orlando/
99,Florida,Orlando,FLORIDA,"Gap,babyGap,GapKids,GapBody","8001 South Orange Blossom Trail Ste 598a,Orlando, FL 32809",https://www.gap.com/stores/fl/orlando/
100,Florida,Orlando,MALL@ MILLENIA,"Gap,babyGap,GapKids,GapBody","4200 Conroy Rd H214,Orlando, FL 32839",https://www.gap.com/stores/fl/orlando/
101,Florida,Orlando,ORLANDO (VIN)PREMIUM,Gap Factory Store,"8228 Vineland Ave Ste Ll01,Orlando, FL 32821",https://www.gap.com/stores/fl/orlando/
102,Florida,Orlando,ORLANDO (INT)PREMIUM,Gap Factory Store,"4969 International Drive Suite 3e05,Orlando, FL 32819",https://www.gap.com/stores/fl/orlando/
103,Florida,Sarasota,MALL @ UNIVERSITY TC,"Gap,babyGap,GapKids,GapBody","140 University Towne Center Drive Suite 182,Sarasota, FL 34243",https://www.gap.com/stores/fl/sarasota/
104,Florida,St Augustine,ST AUGUSTINE PREMIUM,Gap Factory Store,"2700 State Road 16 Ste 101,St Augustine, FL 32092-0764",https://www.gap.com/stores/fl/staugustine/
105,Florida,Sunrise,SAWGRASS MILLS,Gap Factory Store,"12801 W Sunrise Blvd Ste #437,Sunrise, FL 33323",https://www.gap.com/stores/fl/sunrise/
106,Florida,Tampa,INTERNATIONAL PLAZA,"Gap,babyGap,GapKids,GapBody","2223 N. West Shore Blvd Ste 142,Tampa, FL 33607",https://www.gap.com/stores/fl/tampa/
107,Florida,Vero Beach,VERO BEACH,Gap Factory Store,"1769 94th Drive ,Vero Beach, FL 32966",https://www.gap.com/stores/fl/verobeach/
108,Florida,West Palm Beach,Tanger Palm Beach,Gap Factory Store,"1755 Palm Beach Lakes Blvd E101,West Palm Beach, FL 33401",https://www.gap.com/stores/fl/westpalmbeach/
109,Georgia,Alpharetta,AVALON,"Gap,GapKids,GapBody","2150 Avalon Blvd ,Alpharetta, GA 30009",https://www.gap.com/stores/ga/alpharetta/
110,Georgia,Atlanta,PERIMETER,"Gap,babyGap,GapKids,GapBody","4400 Ashford Dunwoody Road Ne Ste #2224,Atlanta, GA 30346",https://www.gap.com/stores/ga/atlanta/
111,Georgia,Atlanta,LENOX SQUARE,"Gap,babyGap,GapKids,GapBody","3393 Peachtree Road Ne Suite 4048a,Atlanta, GA 30326-1109",https://www.gap.com/stores/ga/atlanta/
112,Georgia,Buford,MALL OF GEORGIA,"Gap,GapKids,GapBody","3333 Buford Drive Space #1090,Buford, GA 30519",https://www.gap.com/stores/ga/buford/
113,Georgia,Columbus,COLUMBUS PK CROSSING,Gap Factory Store,"5555 Whittlesey Blvd Suite 2550,Columbus, GA 31909",https://www.gap.com/stores/ga/columbus/
114,Georgia,Commerce,COMMERCE TANGER,Gap Factory Store,"800 Steven B Tanger Blvd Suite 209,Commerce, GA 30529",https://www.gap.com/stores/ga/commerce/
115,Georgia,Dawsonville,N GEORGIA PREMIUM,Gap Factory Store,"800 Highway 400 South 300,Dawsonville, GA 30534",https://www.gap.com/stores/ga/dawsonville/
116,Georgia,Locust Grove,LOCUST GROVE TANGER,Gap Factory Store,"1000 Tanger Drive Ste. 208, 209,210,Locust Grove, GA 30248",https://www.gap.com/stores/ga/locustgrove/
117,Georgia,Marietta,AVENUE AT EAST COBB,"Gap,babyGap,GapKids,GapBody","4475 Roswell Road Ste 500,Marietta, GA 30062",https://www.gap.com/stores/ga/marietta/
118,Georgia,Pooler,TANGER OUT SAVANNAH,Gap Factory Store,"200 Tanger Outlet Blvd Suite 511,Pooler, GA 31322",https://www.gap.com/stores/ga/pooler/
119,Georgia,Savannah,Kress Building,Gap Factory Store,"122 W Broughton St ,Savannah, GA 31401",https://www.gap.com/stores/ga/savannah/
120,Georgia,Woodstock,OUTLT SHOP @ ATLANTA,Gap Factory Store,"915 Ridgewalk Pky ,Woodstock, GA 30188",https://www.gap.com/stores/ga/woodstock/
121,Hawaii,Honolulu,ALA MOANA,"Gap,GapKids,GapBody","1450 Ala Moana Blvd Ste 2038,Honolulu, HI 96814-4616",https://www.gap.com/stores/hi/honolulu/
122,Hawaii,Lahaina,OUTLETS AT MAUI,Gap Factory Store,"900 Front Street Space G2,Lahaina, HI 96761",https://www.gap.com/stores/hi/lahaina/
123,Hawaii,Waipahu,WAIKELE CENTER,Gap Factory Store,"94-821 Lumiaina Street Ste. 6,Waipahu, HI 96797",https://www.gap.com/stores/hi/waipahu/
124,Idaho,Boise,Boise T/SQ,Gap Factory Store,"350 N Milwaukee St #1306,Boise, ID 83704",https://www.gap.com/stores/id/boise/
125,Idaho,Meridian,Village at Meridian,Gap Factory Store,"2130 N. Eagle Rd ,Meridian, ID 83646",https://www.gap.com/stores/id/meridian/
126,Illinois,Aurora,Chicago Premium,Gap Factory Store,"1650 Premium Outlets Blvd Ste 501,Aurora, IL 60502",https://www.gap.com/stores/il/aurora/
127,Illinois,Aurora,Chicago Premium,Gap Factory Store,"1650 Premium Outlets Blvd Ste 401,Aurora, IL 60502",https://www.gap.com/stores/il/aurora/
128,Illinois,Berwyn,CERMAK PLAZA,Gap Factory Store,"7147 Cermak Road ,Berwyn, IL 60402",https://www.gap.com/stores/il/berwyn/
129,Illinois,Chicago,3416 N. SOUTHPORT,"Gap,babyGap,GapKids,GapBody","3416 N Southport Avenue ,Chicago, IL 60657",https://www.gap.com/stores/il/chicago/
130,Illinois,Chicago,MLWAUKEE/DVRSEY-CHIC,Gap Factory Store,"2778 N Milwaukee Avenue ,Chicago, IL 60647",https://www.gap.com/stores/il/chicago/
131,Illinois,Deer Park,DEER PARK,"Gap,babyGap,GapKids,GapBody","20530 N Rand Rd Space 140,Deer Park, IL 60010-7242",https://www.gap.com/stores/il/deerpark/
132,Illinois,Geneva,GENEVA COMMONS,"Gap,GapKids,GapBody","214 Commons Dr Space 2020,Geneva, IL 60134-2522",https://www.gap.com/stores/il/geneva/
133,Illinois,Northbrook,NORTHBROOK COURT,"Gap,babyGap,GapKids","1324 Northbrook Ct ,Northbrook, IL 60062",https://www.gap.com/stores/il/northbrook/
134,Illinois,Oak Brook,OAKBROOK CENTER,"Gap,babyGap,GapKids,GapBody","432 Oakbrook Center ,Oak Brook, IL 60523",https://www.gap.com/stores/il/oakbrook/
135,Illinois,Orland Park,ORLAND SQUARE,"Gap,babyGap,GapKids,GapBody","460 Orland Square Drive ,Orland Park, IL 60462-3215",https://www.gap.com/stores/il/orlandpark/
136,Illinois,Rosemont,FASHION OUT OF CHI,Gap Factory Store,"5220 Rose Street Space 1245,Rosemont, IL 60018",https://www.gap.com/stores/il/rosemont/
137,Illinois,Schaumburg,WOODFIELD,"Gap,GapBody","5 Woodfield Mall Ste E123,Schaumburg, IL 60173-5012",https://www.gap.com/stores/il/schaumburg/
138,Indiana,Edinburgh,INDIANA PREMIUM,Gap Factory Store,"11606 N/e Executive Drive ,Edinburgh, IN 46124",https://www.gap.com/stores/in/edinburgh/
139,Indiana,Indianapolis,FASHION MALL@KEYSTNE,"Gap,babyGap,GapKids","8702 Keystone Crossing Space 30a,Indianapolis, IN 46240",https://www.gap.com/stores/in/indianapolis/
140,Indiana,Michigan City,LIGHTHOUSE PLACE,Gap Factory Store,"1770 Lighthouse Pl ,Michigan City, IN 46360",https://www.gap.com/stores/in/michigancity/
141,Iowa,West Des Moines,JORDAN CREEK T/C,"Gap,babyGap,GapKids,GapBody","101 Jordan Creek Pkwy Ste 12072,West Des Moines, IA 50266-8115",https://www.gap.com/stores/ia/westdesmoines/
142,Iowa,Williamsburg,Outlets Williamsburg,Gap Factory Store,"245 Tanger Dr Space 245,Williamsburg, IA 52361-9657",https://www.gap.com/stores/ia/williamsburg/
143,Kansas,Kansas City,KANSAS CITY LEGENDS,Gap Factory Store,"1829 Villge West Parkway Suite T-121,Kansas City, KS 66111",https://www.gap.com/stores/ks/kansascity/
144,Kansas,Leawood,TOWN CENTER PLAZA,"Gap,babyGap,GapKids,GapBody","4860 W. 119th Street Space #620,Leawood, KS 66209",https://www.gap.com/stores/ks/leawood/
145,Kansas,Wichita,BRADLEY FAIR,"Gap,babyGap,GapKids","2110 N Rock Road ,Wichita, KS 67206",https://www.gap.com/stores/ks/wichita/
146,Kentucky,Hebron,ERLANGER CLEARANCE,Gap Factory Store,"2050 Global Way 2050,Hebron, KY 41048",https://www.gap.com/stores/ky/hebron/
147,Kentucky,Lexington,FAYETTE,"Gap,babyGap,GapKids,GapBody","3401 Nicholasville Road Ste A-100,Lexington, KY 40503",https://www.gap.com/stores/ky/lexington/
148,Kentucky,Louisville,PADDOCK SHOPS,"Gap,babyGap,GapKids,GapBody","4160 Summit Plaza Dr A1,Louisville, KY 40241-8104",https://www.gap.com/stores/ky/louisville/
149,Kentucky,Simpsonville,OUTLET OF BLUEGRASS,Gap Factory Store,"1155 Buck Creek Road Suite 526,Simpsonville, KY 40067",https://www.gap.com/stores/ky/simpsonville/
150,Louisiana,Baton Rouge,T/C @ CEDAR LODGE,"Gap,babyGap,GapKids,GapBody","7455 Corporate Blvd ,Baton Rouge, LA 70809",https://www.gap.com/stores/la/batonrouge/
151,Louisiana,Gonzales,GONZALES TANGER,Gap Factory Store,"2200 Tanger Blvd Space #147/148/149,Gonzales, LA 70737",https://www.gap.com/stores/la/gonzales/
152,Louisiana,Mandeville,PREMIER CENTRE,"Gap,GapKids,GapBody","3414 Hwy 190 Space 6, 8,Mandeville, LA 70471",https://www.gap.com/stores/la/mandeville/
