,State,City,Location,Store Type,Address,Endpoint
310,Oklahoma,Tulsa,WOODLAND HILLS,"Gap,babyGap,GapKids,GapBody","7021 South Memorial Drive 210e,Tulsa, OK 74133",https://www.gap.com/stores/ok/tulsa/
311,Oklahoma,Tulsa,UTICA SQUARE,"Gap,babyGap,GapKids","1934 Utica Square ,Tulsa, OK 74114",https://www.gap.com/stores/ok/tulsa/
312,Oregon,Bend,OLD MILL DISTRICT,"Gap,GapKids,GapBody","545 Sw Powerhouse Dr 909,Bend, OR 97702-1293",https://www.gap.com/stores/or/bend/
313,Oregon,Hillsboro,Streets Tanasbourne,"Gap,babyGap,GapKids,GapBody","10010 Ne Emma Way Space 210-230,Hillsboro, OR 97124-9004",https://www.gap.com/stores/or/hillsboro/
314,Oregon,Tigard,BRIDGEPORT VILLAGE,"Gap,babyGap,GapKids,GapBody","7393 Sw Bridgeport Road ,Tigard, OR 97224",https://www.gap.com/stores/or/tigard/
315,Oregon,Troutdale,COLUMBIA GORGE,Gap Factory Store,"450 Nw 257th Ave Ste 470,Troutdale, OR 97060-8506",https://www.gap.com/stores/or/troutdale/
316,Oregon,Woodburn,WOODBURN PREM OUTLTS,Gap Factory Store,"1001 N Arney Rd Ste 104,Woodburn, OR 97071",https://www.gap.com/stores/or/woodburn/
317,Pennsylvania,Ardmore,Suburban Square,"Gap,GapKids","100 Coulter Ave #117,Ardmore, PA 19003",https://www.gap.com/stores/pa/ardmore/
318,Pennsylvania,Ardmore,SUBURBAN SQUARE,"Gap,GapKids","84 Coulter Avenue Ste 84,Ardmore, PA 19003",https://www.gap.com/stores/pa/ardmore/
319,Pennsylvania,Doylestown,S MAIN ST-DOYLESTOWN,"Gap,GapKids,GapBody","17 S Main Street #137,Doylestown, PA 18901-4607",https://www.gap.com/stores/pa/doylestown/
320,Pennsylvania,Glen Mills,GLEN EAGLE SQUARE,"Gap,babyGap,GapKids","605 Wilmington Westchester Pike ,Glen Mills, PA 19342",https://www.gap.com/stores/pa/glenmills/
321,Pennsylvania,Hershey,OUTLET AT HERSHEY,Gap Factory Store,"39 Outlet Square ,Hershey, PA 17033",https://www.gap.com/stores/pa/hershey/
322,Pennsylvania,King Of Prussia,PLZ@ KING OF PRUSSIA,"Gap,babyGap,GapKids","160 N Gulph Road Suite 1914,King Of Prussia, PA 19406",https://www.gap.com/stores/pa/kingofprussia/
323,Pennsylvania,King Of Prussia,CT @ KING OF PRUSSIA,"Gap,GapBody","350 Mall Blvd Suite #3090, Space C223,King Of Prussia, PA 19406",https://www.gap.com/stores/pa/kingofprussia/
324,Pennsylvania,Lancaster,LANCASTER TANGER,Gap Factory Store,"1002 Stanley K Tanger Blvd Ste 1002,Lancaster, PA 17602-6203",https://www.gap.com/stores/pa/lancaster/
325,Pennsylvania,Newtown,NEWTOWN S/C,"Gap,GapKids","60 West Road #a-e,Newtown, PA 18940",https://www.gap.com/stores/pa/newtown/
326,Pennsylvania,Philadelphia,COTTMAN & BUSTLETON,Gap Factory Store,"2123-25 Cottman Avenue Space #40 & 41,Philadelphia, PA 19149",https://www.gap.com/stores/pa/philadelphia/
327,Pennsylvania,Philadelphia,PHILADELPHIA MILLS,Gap Factory Store,"1875 Franklin Mills Circle Space No 163,Philadelphia, PA 19154",https://www.gap.com/stores/pa/philadelphia/
328,Pennsylvania,Pittsburgh,WALNUT ST-SHADYSIDE,"Gap,babyGap,GapKids,GapBody","5436  Walnut St. ,Pittsburgh, PA 15232",https://www.gap.com/stores/pa/pittsburgh/
329,Pennsylvania,Pittsburgh,ROSS PARK,"Gap,babyGap,GapKids,GapBody","1000 Ross Park Mall Drive Space #e08b,Pittsburgh, PA 15237",https://www.gap.com/stores/pa/pittsburgh/
330,Pennsylvania,Plymouth Meeting,METROPLEX,Gap Factory Store,"2510 Chemical Road #s-12b,Plymouth Meeting, PA 19462",https://www.gap.com/stores/pa/plymouthmeeting/
331,Pennsylvania,Pottstown,Philadelphia Premium,Gap Factory Store,"18 West Lightcap Road Ste 801,Pottstown, PA 19464",https://www.gap.com/stores/pa/pottstown/
332,Pennsylvania,Tannersville,Pocono Prem Outlets,Gap Factory Store,"1000 Premium Outlets Drive Suite G208,Tannersville, PA 18372",https://www.gap.com/stores/pa/tannersville/
333,Pennsylvania,Upper Darby,69TH ST -UPPER DARBY,Gap Factory Store,"40 South 69th Street ,Upper Darby, PA 19082",https://www.gap.com/stores/pa/upperdarby/
334,Pennsylvania,Washington,PITTSBURGH TANGER,Gap Factory Store,"2200 Tanger Blvd Suite 640,Washington, PA 15301",https://www.gap.com/stores/pa/washington/
335,Pennsylvania,Whitehall,LEHIGH VALLEY,"Gap,babyGap,GapKids","140 Lehigh Valley Mall E-1, 2,Whitehall, PA 18052",https://www.gap.com/stores/pa/whitehall/
336,Pennsylvania,Willow Grove,Willow Grove Park,Gap Factory Store,"2500 W Moreland Rd Ste 2041,Willow Grove, PA 19090",https://www.gap.com/stores/pa/willowgrove/
337,Rhode Island,Cranston,GARDEN CITY CENTER,"Gap,babyGap,GapKids,GapBody","79 Hillside Road ,Cranston, RI 02920",https://www.gap.com/stores/ri/cranston/
338,Rhode Island,Newport,LONG WHARF,"Gap,babyGap,GapKids","4-8 Long Wharf Mall South ,Newport, RI 02840",https://www.gap.com/stores/ri/newport/
339,South Carolina,Bluffton,HILTON HEAD TANGER,Gap Factory Store,"1414 Fording Island Rd Space A100,Bluffton, SC 29910",https://www.gap.com/stores/sc/bluffton/
340,South Carolina,Greenville,HAYWOOD,"1969,Gap,babyGap,GapKids","700 Haywood Road Space #2043,Greenville, SC 29607",https://www.gap.com/stores/sc/greenville/
341,South Carolina,Mt Pleasant,MT PLEASANT T/C,"Gap,GapKids,GapBody","1229 Belk Drive Space #h1,Mt Pleasant, SC 29464",https://www.gap.com/stores/sc/mtpleasant/
342,South Carolina,Myrtle Beach,MYRTLE BEACH,Gap Factory Store,"4635 Factory Stores Blvd. ,Myrtle Beach, SC 29579",https://www.gap.com/stores/sc/myrtlebeach/
343,South Carolina,Myrtle Beach,MYRTLE BEACH TANGER,Gap Factory Store,"10847 Kings Rd 160,Myrtle Beach, SC 29572-6076",https://www.gap.com/stores/sc/myrtlebeach/
344,South Carolina,North Charleston,CHARLESTON TANGER,Gap Factory Store,"4810 Tanger Outlet Boulevard Suite 111,North Charleston, SC 29418",https://www.gap.com/stores/sc/northcharleston/
345,Tennessee,Knoxville,WEST TOWN - TN,"Gap,GapBody","7600 Kingston Pike Ste #1102,Knoxville, TN 37919",https://www.gap.com/stores/tn/knoxville/
346,Tennessee,Nashville,GREEN HILLS,"Gap,babyGap,GapKids,GapBody","2126 Abbott Martin Road Space #236,Nashville, TN 37215",https://www.gap.com/stores/tn/nashville/
347,Tennessee,Nashville,OPRY MILLS,Gap Factory Store,"202 Opry Mills Dr Ste 662,Nashville, TN 37214-2435",https://www.gap.com/stores/tn/nashville/
348,Tennessee,Sevierville,TANGER SEVIERVILLE,Gap Factory Store,"1645 Parkway Suite 520,Sevierville, TN 37862-2898",https://www.gap.com/stores/tn/sevierville/
349,Texas,Allen,ALLEN PREMIUM - Kids,Gap Factory Store,"820 West Stacy Road Ste 475,Allen, TX 75013-4809",https://www.gap.com/stores/tx/allen/
350,Texas,Allen,ALLEN PREMIUM,Gap Factory Store,"820 West Stacy Road Ste 450,Allen, TX 75013-4813",https://www.gap.com/stores/tx/allen/
351,Texas,Austin,BARTON CREEK,"Gap,babyGap,GapKids,GapBody","2901 S Capital Of Texas Hwy Space J07a,Austin, TX 78746",https://www.gap.com/stores/tx/austin/
352,Texas,Austin,CENTRAL PARK S/C,"Gap,babyGap,GapKids,GapBody","4001 N Lamar Blvd ,Austin, TX 78756",https://www.gap.com/stores/tx/austin/
353,Texas,Canutillo,OUTLT SHOP @ EL PASO,Gap Factory Store,"7051 South Desert Blvd Ste G790,Canutillo, TX 79835",https://www.gap.com/stores/tx/canutillo/
354,Texas,Cypress,HOUSTON PREMIUM,Gap Factory Store,"29300 Highway 290 ,Cypress, TX 77433",https://www.gap.com/stores/tx/cypress/
355,Texas,Dallas,DALLAS GALLERIA,"Gap,babyGap,GapKids,GapBody","13250 Dallas Parkway Ste 2222,Dallas, TX 75240",https://www.gap.com/stores/tx/dallas/
356,Texas,Dallas,INWOOD VILLAGE,"Gap,babyGap,GapKids","5350 W Lovers Lane 120,Dallas, TX 75209",https://www.gap.com/stores/tx/dallas/
357,Texas,El Paso,CIELO VISTA,"Gap,babyGap,GapKids,GapBody","8401 Gateway Blvd W E13a,El Paso, TX 79925-6105",https://www.gap.com/stores/tx/elpaso/
358,Texas,Fort Worth,FORT WORTH TANGER,Gap Factory Store,"15801 North Freeway Suite 780,Fort Worth, TX 76177",https://www.gap.com/stores/tx/fortworth/
359,Texas,Fort Worth,UNIVERSITY PARK VILL,"Gap,GapKids,GapBody","1540 South University Drive Ste 105,Fort Worth, TX 76107",https://www.gap.com/stores/tx/fortworth/
360,Texas,Frisco,STONEBRIAR,"Gap,babyGap,GapKids,GapBody","2601 Preston Road Ste 2082,Frisco, TX 75034",https://www.gap.com/stores/tx/frisco/
361,Texas,Grand Prairie,GRAND PRAIRIE PRIME,Gap Factory Store,"2950 W Interstate 20 Space 800,Grand Prairie, TX 75052",https://www.gap.com/stores/tx/grandprairie/
362,Texas,Grapevine,GRAPEVINE MILLS,Gap Factory Store,"3000 Grapevine Mills Parkway ,Grapevine, TX 76051",https://www.gap.com/stores/tx/grapevine/
363,Texas,Houston,HOUSTON GALLERIA,"Gap,babyGap,GapKids,GapBody","5085 Westheimer Road #2695,Houston, TX 77056-5676",https://www.gap.com/stores/tx/houston/
364,Texas,Houston,MEMORIAL CITY,"Gap,babyGap,GapKids,GapBody","900 Gessner Road Ste 360,Houston, TX 77024-2505",https://www.gap.com/stores/tx/houston/
365,Texas,Houston,TOWN & COUNTRY VILL,"Gap,babyGap,GapKids,GapBody","12850 Memorial Drive Suite 1303, Space 13-a103,Houston, TX 77024",https://www.gap.com/stores/tx/houston/
366,Texas,Hurst,NORTHEAST,"Gap,babyGap,GapKids,GapBody","1101 Melbourne Road ,Hurst, TX 76053",https://www.gap.com/stores/tx/hurst/
367,Texas,Katy,KATY MILLS,Gap Factory Store,"5000 Katy Mills Cir Ste 611,Katy, TX 77494-4418",https://www.gap.com/stores/tx/katy/
368,Texas,Laredo,OUTLT SHOP @ LAREDO,Gap Factory Store,"1500 Water Street Suite A595,Laredo, TX 78040",https://www.gap.com/stores/tx/laredo/
369,Texas,Lubbock,PROMENADE @ WEST END,Gap Factory Store,"2910 W. Loop 289 Suite 505,Lubbock, TX 79407",https://www.gap.com/stores/tx/lubbock/
370,Texas,Mcallen,LA PLAZA,"Gap,babyGap,GapKids,GapBody","2200 South 10th Street Space #f6c,Mcallen, TX 78503",https://www.gap.com/stores/tx/mcallen/
371,Texas,Mcallen,LA PLAZA,"Gap,babyGap","2200 South 10th Street Space F12,Mcallen, TX 78503",https://www.gap.com/stores/tx/mcallen/
372,Texas,Mercedes,RIO GRANDE VALLEY,Gap Factory Store,"5001 E. Expressway 83 Suite 700,Mercedes, TX 78570",https://www.gap.com/stores/tx/mercedes/
373,Texas,Plano,PRESTON PARK VILLAGE,"Gap,babyGap,GapKids,GapBody","1900 Preston Road 291,Plano, TX 75093",https://www.gap.com/stores/tx/plano/
374,Texas,Round Rock,ROUND ROCK PREMIUM,Gap Factory Store,"4401 North Interstate Highgway 35 Suite 109,Round Rock, TX 78664",https://www.gap.com/stores/tx/roundrock/
375,Texas,San Antonio,QUARRY CROSSING,"Gap,babyGap,GapKids,GapBody","7322 Jones Maltsberger Road Ste #114,San Antonio, TX 78209",https://www.gap.com/stores/tx/sanantonio/
376,Texas,San Marcos,SAN MARCOS PREMIUM,Gap Factory Store,"3939 Ih-35 South Suite 201a,San Marcos, TX 78666",https://www.gap.com/stores/tx/sanmarcos/
377,Texas,Terrell,Shops at Terrell,Gap Factory Store,"301 Tanger Drive Ste 215,Terrell, TX 75160",https://www.gap.com/stores/tx/terrell/
378,Texas,Texas City,Houston Tanger - Out,Gap Factory Store,"5885 Gulf Freeway Ste 440,Texas City, TX 77591",https://www.gap.com/stores/tx/texascity/
379,Utah,Lehi,TRAVERSE MOUNTAIN,Gap Factory Store,"3700 Cabela Blvd ,Lehi, UT 84043",https://www.gap.com/stores/ut/lehi/
380,Utah,Murray,FASHION PLACE,"Gap,babyGap,GapKids","6191 So State St ,Murray, UT 84107",https://www.gap.com/stores/ut/murray/
381,Utah,Orem,UNIVERSITY - UT,"Gap,babyGap,GapKids,GapMaternity,GapBody","575 E University Parkway Space N235,Orem, UT 84097",https://www.gap.com/stores/ut/orem/
382,Utah,Park City,PARK CITY,Gap Factory Store,"6699 Landmark Dr ,Park City, UT 84098",https://www.gap.com/stores/ut/parkcity/
383,Utah,Salt Lake City,CITY CREEK,"Gap,babyGap,GapKids,GapBody","50 South Main Street Space #172,Salt Lake City, UT 84101",https://www.gap.com/stores/ut/saltlakecity/
384,Vermont,Manchester,BATTENKILL PLAZA,Gap Factory Store,"4733 Main Street ,Manchester, VT 05254",https://www.gap.com/stores/vt/manchester/
385,Virginia,Leesburg,LEESBURG PREMIUM,Gap Factory Store,"241 Fort Evans Road Ne Ste 601,Leesburg, VA 20176",https://www.gap.com/stores/va/leesburg/
386,Virginia,Norfolk,NORFOLK PREMIUM,Gap Factory Store,"1600 Premium Outlets Boulevard Suite 500,Norfolk, VA 23502",https://www.gap.com/stores/va/norfolk/
387,Virginia,Prince William,POTOMAC MILLS,Gap Factory Store,"2700 Potomac Mills Cir Ste 318,Prince William, VA 22192-4654",https://www.gap.com/stores/va/princewilliam/
388,Virginia,Richmond,SHORT PUMP,"Gap,babyGap,GapKids,GapBody","11800 West Broad Street Suite 1600,Richmond, VA 23233",https://www.gap.com/stores/va/richmond/
389,Virginia,Tysons,TYSONS CORNER CENTER,"Gap,babyGap,GapKids,GapBody","7906la Tyson's Corner Center E9u,Tysons, VA 22102",https://www.gap.com/stores/va/tysons/
390,Virginia,Williamsburg,WILLIAMSBURG PREMIUM,Gap Factory Store,"5715 Richmond Road ,Williamsburg, VA 23188",https://www.gap.com/stores/va/williamsburg/
391,Washington,Auburn,OUTLT COLLCT SEATTLE,Gap Factory Store,"1101 Outlet Collection Dr Sw Ste 1373,Auburn, WA 98001-6532",https://www.gap.com/stores/wa/auburn/
392,Washington,Bellevue,BELLEVUE SQUARE - WA,"Gap,babyGap,GapKids","183 Bellevue Square 183,Bellevue, WA 98004-5021",https://www.gap.com/stores/wa/bellevue/
393,Washington,Centralia,CENTRALIA OUTLETS,Gap Factory Store,"124 W. High St. ,Centralia, WA 98531",https://www.gap.com/stores/wa/centralia/
394,Washington,North Bend,NORTH BEND,Gap Factory Store,"521 South Fork Ave Sw Suite- L,North Bend, WA 98045",https://www.gap.com/stores/wa/northbend/
395,Washington,Redmond,REDMOND TOWN CENTER,"Gap,GapKids","7430 164th Ave Ne B115,Redmond, WA 98052-7802",https://www.gap.com/stores/wa/redmond/
396,Washington,Seattle,UNIVERSITY VILLAGE,"Gap,babyGap,GapKids,GapBody","4625 27th Ave Ne Ste #23,Seattle, WA 98105",https://www.gap.com/stores/wa/seattle/
397,Washington,Spokane,RIVERPARK SQUARE,"Gap,babyGap,GapKids,GapBody","808 W Main Ave Ste 231,Spokane, WA 99201",https://www.gap.com/stores/wa/spokane/
398,Washington,Tulalip,SEATTLE PREMIUM,Gap Factory Store,"10600 Quil Ceda Boulevard Suite 200,Tulalip, WA 98271",https://www.gap.com/stores/wa/tulalip/
399,Wisconsin,Baraboo,WISCONSIN DELLS,Gap Factory Store,"210 Gasser Road ,Baraboo, WI 53913",https://www.gap.com/stores/wi/baraboo/
400,Wisconsin,Glendale,BAYSHORE - WI,"Gap,GapKids,GapBody","401 W North Shore Drive #a-22,Glendale, WI 53217",https://www.gap.com/stores/wi/glendale/
401,Wisconsin,Johnson Creek,JOHNSON CREEK,Gap Factory Store,"575 Linmar Lane A170,Johnson Creek, WI 53038-9552",https://www.gap.com/stores/wi/johnsoncreek/
402,Wisconsin,Oshkosh,OSHKOSH,Gap Factory Store,"3001 S Washburn Street ,Oshkosh, WI 54904",https://www.gap.com/stores/wi/oshkosh/
403,Wisconsin,Pleasant Prairie,PLEASANT PRAIRIE PRE,Gap Factory Store,"11211 120th Avenue Space 66,Pleasant Prairie, WI 53158-1710",https://www.gap.com/stores/wi/pleasantprairie/
404,Wisconsin,Wauwatosa,MAYFAIR - WI,"Gap,babyGap,GapKids,GapBody","2500 North Mayfair Rd 172,Wauwatosa, WI 53226",https://www.gap.com/stores/wi/wauwatosa/
405,Puerto Rico,Barceloneta,PUERTO RICO PREMIUM,Gap Factory Store,"1 Premium Outlets Blvd Ste 165,Barceloneta, PR 00617",https://www.gap.com/stores/pr/barceloneta/
406,Puerto Rico,San Juan,OUT AT MONTEHIEDRA,Gap Factory Store,"9410 Los Romero Street Spaces 1270 & 1280,San Juan, PR 00926",https://www.gap.com/stores/pr/sanjuan/
407,Puerto Rico,San Juan,MALL OF SAN JUAN,"Gap,babyGap,GapKids","1000 Mall Of San Juan Blvd Ste 165,San Juan, PR 00924",https://www.gap.com/stores/pr/sanjuan/
