,State,City,Location,Store Type,Address,Endpoint
42,California,Palo Alto,Stanford,"BR Home,Baby,Women's Only,Men's Only","172 Stanford Shopping Ctr 172,Palo Alto, CA 94304-1409",https://bananarepublic.gap.com/stores/ca/paloalto/
43,California,Pasadena,Tanner Market,"Baby,Shoes","150 W Colorado Blvd Spaces 144, 148-154,Pasadena, CA 91105-1925",https://bananarepublic.gap.com/stores/ca/pasadena/
44,California,Petaluma,PETALUMA VILLAGE,"Factory Store,Petites","2200 Petaluma Blvd N ,Petaluma, CA 94952",https://bananarepublic.gap.com/stores/ca/petaluma/
45,California,Redlands,MOUNTAIN GROVE,Factory Store,"27461 San Bernardino Ave. Suite 140,Redlands, CA 92374",https://bananarepublic.gap.com/stores/ca/redlands/
46,California,Roseville,Roseville Galleria,"Baby,Shoes","1151 Galleria Blvd Ste 143,Roseville, CA 95678",https://bananarepublic.gap.com/stores/ca/roseville/
47,California,Sacramento,Arden Fair,,"1689 Arden Way Ste 1130,Sacramento, CA 95815-4043",https://bananarepublic.gap.com/stores/ca/sacramento/
48,California,San Diego,FASHION VALLEY,"BR Home,Petites,Baby","7007 Friars Rd Ste 860,San Diego, CA 92108-1148",https://bananarepublic.gap.com/stores/ca/sandiego/
49,California,San Diego,CARMEL MOUNTAIN PLZ,"Factory Store,Women's Only,Men's Only","11910 Carmel Mountain Road Ste 214,San Diego, CA 92128-4619",https://bananarepublic.gap.com/stores/ca/sandiego/
50,California,San Francisco,BR at 2 Folsom,,"2 Folsom Street ,San Francisco, CA 94105",https://bananarepublic.gap.com/stores/ca/sanfrancisco/
51,California,San Leandro,MARINA SQUARE,Factory Store,"1295 Marina Blvd ,San Leandro, CA 94577",https://bananarepublic.gap.com/stores/ca/sanleandro/
52,California,San Luis Obispo,COURT STREET,,"990 Higuera St ,San Luis Obispo, CA 93401-3602",https://bananarepublic.gap.com/stores/ca/sanluisobispo/
53,California,San Mateo,Hillsdale,Shoes,"60 31st Ave 125,San Mateo, CA 94403-3404",https://bananarepublic.gap.com/stores/ca/sanmateo/
54,California,Santa Barbara,BALBOA BUILDING,,"735 State St ,Santa Barbara, CA 93101-3351",https://bananarepublic.gap.com/stores/ca/santabarbara/
55,California,Santa Clara,Valley Fair - CA,"BR Home,Baby","2855 Stevens Creek Blvd Suite 1141,Santa Clara, CA 95050",https://bananarepublic.gap.com/stores/ca/santaclara/
56,California,San Ysidro,LAS AMERICAS,"Factory Store,Petites,Women's Only,Men's Only","4345 Camino De La Plaza Bldg-m Space 302,San Ysidro, CA 92173-3058",https://bananarepublic.gap.com/stores/ca/sanysidro/
57,California,Sherman Oaks,Sherman Oaks Fash Sq,,"14006 Riverside Dr Ste 208,Sherman Oaks, CA 91423",https://bananarepublic.gap.com/stores/ca/shermanoaks/
58,California,Tejon Ranch,Outlet @ Tejon Ranch,Factory Store,"5701 Outlets At Tejon Parkway Suite 890,Tejon Ranch, CA 93203",https://bananarepublic.gap.com/stores/ca/tejonranch/
59,California,Torrance,Del Amo,,"3525 W Carson St Ste 452,Torrance, CA 90503",https://bananarepublic.gap.com/stores/ca/torrance/
60,California,Tulare,TULARE OUTLET CENTER,"Factory Store,Women's Only,Men's Only","1743 Retherford Street ,Tulare, CA 93274-0806",https://bananarepublic.gap.com/stores/ca/tulare/
61,California,Vacaville,VACAVILLE PREMIUM,Factory Store,"131 Nut Tree Rd Ste E,Vacaville, CA 95687-3249",https://bananarepublic.gap.com/stores/ca/vacaville/
62,California,Walnut Creek,Broadway Plaza,"BR Home,Baby","1281 Broadway Plaza ,Walnut Creek, CA 94596",https://bananarepublic.gap.com/stores/ca/walnutcreek/
63,California,West Hollywood,Melrose,,"8585 Melrose Ave ,West Hollywood, CA 90069",https://bananarepublic.gap.com/stores/ca/westhollywood/
64,California,West Hollywood,Melrose - HOME,BR Home,"8552 Melrose Ave ,West Hollywood, CA 90069",https://bananarepublic.gap.com/stores/ca/westhollywood/
65,Colorado,Broomfield,Flatiron Crossing,Shoes,"1 West Flatiron Circle Suite 1052,Broomfield, CO 80021",https://bananarepublic.gap.com/stores/co/broomfield/
66,Colorado,Castle Rock,OUTLETS CASTLE ROCK,"Factory Store,Petites","5050 Factory Shop Blvd ,Castle Rock, CO 80108-1963",https://bananarepublic.gap.com/stores/co/castlerock/
67,Colorado,Colorado Springs,BRIARGATE (3156),,"1845 Briargate Pkwy 415,Colorado Springs, CO 80920-7694",https://bananarepublic.gap.com/stores/co/coloradosprings/
68,Colorado,Denver,CHERRY CREEK SC,BR Home,"3000 E 1st Ave Ste 2215,Denver, CO 80206-5640",https://bananarepublic.gap.com/stores/co/denver/
69,Colorado,Lakewood,COLORADO MILLS,Factory Store,"14500 W. Colfax Avenue Space 219,Lakewood, CO 80401",https://bananarepublic.gap.com/stores/co/lakewood/
70,Colorado,Littleton,ASPEN GROVE,Shoes,"7301 S Santa Fe Drive Unit 430,Littleton, CO 80120",https://bananarepublic.gap.com/stores/co/littleton/
71,Colorado,Silverthorne,SILVERTHORNE,"Factory Store,Women's Only,Men's Only","227 #g Blue River Parkway Po Box 2089,Silverthorne, CO 80498-9260",https://bananarepublic.gap.com/stores/co/silverthorne/
72,Colorado,Thornton,DENVER PREMIUM,Factory Store,"13801 Grant Street Suite 280,Thornton, CO 80023",https://bananarepublic.gap.com/stores/co/thornton/
73,Connecticut,Clinton,CLINTON CROSSING,"Factory Store,Petites,Women's Only,Men's Only","20a Killingworth Turnpike Ste 525,Clinton, CT 06413",https://bananarepublic.gap.com/stores/ct/clinton/
74,Connecticut,Danbury,Danbury Fair,Shoes,"7 Backus Ave Suite G-110,Danbury, CT 06810",https://bananarepublic.gap.com/stores/ct/danbury/
75,Connecticut,Farmington,Westfarms,,"554 Westfarms Mall Space B219,Farmington, CT 06032-2635",https://bananarepublic.gap.com/stores/ct/farmington/
76,Connecticut,Mashantucket,FOXWOODS DESIGNER,Factory Store,"455 Trolley Line Blvd. Suite 220,Mashantucket, CT 06338",https://bananarepublic.gap.com/stores/ct/mashantucket/
77,Connecticut,Milford,MILFORD MARKETPLACE,,"1650 Boston Post Road ,Milford, CT 06460-2776",https://bananarepublic.gap.com/stores/ct/milford/
78,Connecticut,South Windsor,EVERGREEN WALK,,"300 Evergreen Way Ste 300,South Windsor, CT 06074-3734",https://bananarepublic.gap.com/stores/ct/southwindsor/
79,Delaware,Newark,Christiana,,"124 Christiana Mall Ste 327,Newark, DE 19702",https://bananarepublic.gap.com/stores/de/newark/
80,Delaware,Rehoboth Beach,REHOBOTH TANGER,"Factory Store,Petites","36445 Seaside Outlet Drive Ste 1800,Rehoboth Beach, DE 19971-1223",https://bananarepublic.gap.com/stores/de/rehobothbeach/
81,Florida,Aventura,Aventura,"BR Home,Baby,Shoes","19501 Biscayne Blvd ,Aventura, FL 33180",https://bananarepublic.gap.com/stores/fl/aventura/
82,Florida,Coral Gables,Shops @ Merrick Park,Baby,"350 San Lorenzo Ave ,Coral Gables, FL 33146-1851",https://bananarepublic.gap.com/stores/fl/coralgables/
83,Florida,Daytona Beach,DAYTONA BEACH TANGER,Factory Store,"Banana Republic Outlet 1473 Cornerstone Blvd, Suite 750,Daytona Beach, FL 32117",https://bananarepublic.gap.com/stores/fl/daytonabeach/
84,Florida,Destin,SILVER SANDS,"Factory Store,Petites,Women's Only,Men's Only","10406 Emerald Coast Pkwy W Spaces 70, 71, & 72,Destin, FL 32550",https://bananarepublic.gap.com/stores/fl/destin/
85,Florida,Ellenton,ELLENTON PREMIUM,"Factory Store,Women's Only,Men's Only","5657 Factory Shops Blvd Ste 460,Ellenton, FL 34222",https://bananarepublic.gap.com/stores/fl/ellenton/
86,Florida,Estero,MIROMAR OUTLETS,Factory Store,"10801 Corkscrew Rd 400,Estero, FL 33928-9430",https://bananarepublic.gap.com/stores/fl/estero/
87,Florida,Ft Lauderdale,GALL @ FT LAUDERDALE,Shoes,"2584 East Sunrise Blvd Space J18,Ft Lauderdale, FL 33304",https://bananarepublic.gap.com/stores/fl/ftlauderdale/
88,Florida,Jacksonville,ST JOHN'S T/C,Petites,"4711 River City Drive Suite 131,Jacksonville, FL 32246",https://bananarepublic.gap.com/stores/fl/jacksonville/
89,Florida,Key West,DUVAL STREET,Factory Store,"501 Duval St ,Key West, FL 33040-6552",https://bananarepublic.gap.com/stores/fl/keywest/
90,Florida,Lutz,TAMPA PREMIUM,Factory Store,"2364 Grand Cypress Drive Suite 255,Lutz, FL 33559",https://bananarepublic.gap.com/stores/fl/lutz/
91,Florida,Miami,DOLPHIN MALL,"Factory Store,Petites","11401 Nw 12th St. ,Miami, FL 33172",https://bananarepublic.gap.com/stores/fl/miami/
92,Florida,Miami,Dadeland,"Baby,Shoes,Women's Only,Men's Only","7535 N Kendall Drive Ste 1670a,Miami, FL 33156",https://bananarepublic.gap.com/stores/fl/miami/
93,Florida,Orlando,MALL@ MILLENIA,"Baby,Shoes","4200 Conroy Road F147,Orlando, FL 32839",https://bananarepublic.gap.com/stores/fl/orlando/
94,Florida,Orlando,ORLANDO (VIN)PREMIUM,"Factory Store,Petites","8200 Vineland Ave Ste 400,Orlando, FL 32821-6814",https://bananarepublic.gap.com/stores/fl/orlando/
95,Florida,Orlando,WATERFORD LAKES,Factory Store,"407 N. Alfaya Trail ,Orlando, FL 32828",https://bananarepublic.gap.com/stores/fl/orlando/
96,Florida,Orlando,ORLANDO INTL PREMIUM,"Factory Store,Petites","4957 International Drive Ste Id.15,Orlando, FL 32819",https://bananarepublic.gap.com/stores/fl/orlando/
97,Florida,Orlando,Florida,Shoes,"8001 S Orange Blossom Trail Ste 441,Orlando, FL 32809",https://bananarepublic.gap.com/stores/fl/orlando/
98,Florida,Palm Beach Gardens,Gardens (The),"Baby,Shoes","3101 Pga Blvd Space Q217,Palm Beach Gardens, FL 33410-2820",https://bananarepublic.gap.com/stores/fl/palmbeachgardens/
99,Florida,Pembroke Pines,Shops @ Pembroke Gar,Shoes,"14561 Sw 5th Street ,Pembroke Pines, FL 33027",https://bananarepublic.gap.com/stores/fl/pembrokepines/
100,Florida,Sarasota,MALL @ UNIVERSITY TC,,"140 University Town Center Drive Unit 283,Sarasota, FL 34243-4172",https://bananarepublic.gap.com/stores/fl/sarasota/
101,Florida,St Augustine,ST AUGUSTINE PREMIUM,"Factory Store,Petites,Women's Only,Men's Only","2700 State Road 16 Ste 507,St Augustine, FL 32092-0761",https://bananarepublic.gap.com/stores/fl/staugustine/
102,Florida,Sunrise,SAWGRASS MILLS,"Factory Store,Petites","12801 West Sunrise Blvd. Space 453,Sunrise, FL 33323",https://bananarepublic.gap.com/stores/fl/sunrise/
103,Florida,Tampa,INTERNATIONAL PLAZA,,"2223 N West Shore Blvd #262,Tampa, FL 33607-1411",https://bananarepublic.gap.com/stores/fl/tampa/
104,Florida,West Palm Beach,Tanger Palm Beach,"Factory Store,Women's Only,Men's Only","1755 Palm Beach Lakes Blvd #w117,West Palm Beach, FL 33401",https://bananarepublic.gap.com/stores/fl/westpalmbeach/
105,Georgia,Alpharetta,AVALON,,"6110 Avalon Blvd ,Alpharetta, GA 30009",https://bananarepublic.gap.com/stores/ga/alpharetta/
106,Georgia,Athens,EPPS BRIDGE CENTRE,Factory Store,"1791 Oconee Connector Ste 630,Athens, GA 30606",https://bananarepublic.gap.com/stores/ga/athens/
107,Georgia,Atlanta,ATLANTIC STATION,,"260 18th Street Suite 10130,Atlanta, GA 30363",https://bananarepublic.gap.com/stores/ga/atlanta/
108,Georgia,Atlanta,Lenox Square,"Baby,Shoes","3393 Peachtree Rd Ne Space 3001,Atlanta, GA 30326",https://bananarepublic.gap.com/stores/ga/atlanta/
109,Georgia,Atlanta,VININGS JUBILEE,,"4300 Paces Ferry Rd Se Ste 160,Atlanta, GA 30339-5703",https://bananarepublic.gap.com/stores/ga/atlanta/
110,Georgia,Commerce,COMMERCE TANGER,"Factory Store,Women's Only,Men's Only","800 Steven B Tanger Blvd Ste 1005,Commerce, GA 30529-3586",https://bananarepublic.gap.com/stores/ga/commerce/
111,Georgia,Dawsonville,N GEORGIA PREMIUM,"Factory Store,Petites","800 Highway 400 South Ste 973,Dawsonville, GA 30534-8029",https://bananarepublic.gap.com/stores/ga/dawsonville/
112,Georgia,Locust Grove,LOCUST GROVE TANGER,Factory Store,"1000 Tanger Drive Ste 415,Locust Grove, GA 30248-3667",https://bananarepublic.gap.com/stores/ga/locustgrove/
113,Georgia,Marietta,AVENUE AT EAST COBB,Shoes,"4475 Roswell Road Suite 920,Marietta, GA 30062",https://bananarepublic.gap.com/stores/ga/marietta/
114,Georgia,Norcross,Forum On Peachtree,,"5145 Peachtree Parkway Base #450,Norcross, GA 30092",https://bananarepublic.gap.com/stores/ga/norcross/
115,Georgia,Pooler,TANGER OUT SAVANNAH,Factory Store,"200 Tanger Outlet Blvd Suite 517,Pooler, GA 31322",https://bananarepublic.gap.com/stores/ga/pooler/
116,Georgia,Savannah,TELFAIR BUILDING,Shoes,"121 W Broughton St ,Savannah, GA 31401-3211",https://bananarepublic.gap.com/stores/ga/savannah/
117,Georgia,Woodstock,OUTLT SHOP @ ATLANTA,Factory Store,"915 Ridgewalk Pky ,Woodstock, GA 30188",https://bananarepublic.gap.com/stores/ga/woodstock/
118,Hawaii,Honolulu,INT'L MARKET PLACE,,"2330 Kalakaua Avenue Space No. 266,Honolulu, HI 96815",https://bananarepublic.gap.com/stores/hi/honolulu/
119,Hawaii,Lahaina,OUTLETS OF MAUI,Factory Store,"900 Front Street Space F4,Lahaina, HI 96761-1611",https://bananarepublic.gap.com/stores/hi/lahaina/
120,Hawaii,Wailea,SHOPS AT WAILEA,,"3750 Wailea Alanui Drive Building 4, Space A-47,Wailea, HI 96753",https://bananarepublic.gap.com/stores/hi/wailea/
121,Hawaii,Waipahu,WAIKELE CENTER,Factory Store,"94-815a Lumiaina ,Waipahu, HI 96797-5025",https://bananarepublic.gap.com/stores/hi/waipahu/
122,Idaho,Boise,Boise T/Sq,,"350 N Milwaukee Street Ste 1139,Boise, ID 83704",https://bananarepublic.gap.com/stores/id/boise/
123,Illinois,Aurora,Chicago Premium,"Factory Store,Petites","1650 Premium Outlets Blvd Ste 1169,Aurora, IL 60502",https://bananarepublic.gap.com/stores/il/aurora/
124,Illinois,Chicago,BLOCK 37,Factory Store,"108 N State Street Ste #140,Chicago, IL 60602",https://bananarepublic.gap.com/stores/il/chicago/
125,Illinois,Chicago,ROOSEVELT COLLECTION,,"1124 South Delano Court West ,Chicago, IL 60605",https://bananarepublic.gap.com/stores/il/chicago/
126,Illinois,Chicago,2720 N CLARK,"Factory Store,Women's Only,Men's Only","2720 N Clark Street ,Chicago, IL 60614",https://bananarepublic.gap.com/stores/il/chicago/
127,Illinois,Deer Park,Deer Park,Shoes,"20530 N Rand Rd Ste 210,Deer Park, IL 60010-7239",https://bananarepublic.gap.com/stores/il/deerpark/
128,Illinois,Geneva,GENEVA COMMONS,Shoes,"226 Commons Drive 2050,Geneva, IL 60134-2522",https://bananarepublic.gap.com/stores/il/geneva/
129,Illinois,Oak Brook,Oakbrook Center,"BR Home,Baby,Shoes","49 Oakbrook Center ,Oak Brook, IL 60523-1810",https://bananarepublic.gap.com/stores/il/oakbrook/
130,Illinois,Rosemont,FASHION OUT OF CHI,Factory Store,"5220 Rose Street Space #2037,Rosemont, IL 60018-2037",https://bananarepublic.gap.com/stores/il/rosemont/
131,Illinois,Skokie,Old Orchard S/C,Shoes,"4999 Old Orchard #l14 Space F088,Skokie, IL 60077-1405",https://bananarepublic.gap.com/stores/il/skokie/
132,Indiana,Edinburgh,INDIANA PREMIUM,"Factory Store,Petites,Women's Only,Men's Only","11721 N Executive Dr Ste B90,Edinburgh, IN 46124-9177",https://bananarepublic.gap.com/stores/in/edinburgh/
133,Indiana,Evansville,EVANSVILLE PAVILION,Factory Store,"6501 East Lloyd Expressway Ste 13,Evansville, IN 47715-4077",https://bananarepublic.gap.com/stores/in/evansville/
134,Indiana,Indianapolis,FASHION MALL@KEYSTNE,Shoes,"8701 Keystone At The Crossing Space 47-50,Indianapolis, IN 46240",https://bananarepublic.gap.com/stores/in/indianapolis/
135,Indiana,Michigan City,LIGHTHOUSE PLACE,Factory Store,"601 Wabash Street ,Michigan City, IN 46360-3415",https://bananarepublic.gap.com/stores/in/michigancity/
136,Iowa,West Des Moines,JORDAN CREEK T/C,Shoes,"101 Jordan Creek Parkway 12072,West Des Moines, IA 50266-8115",https://bananarepublic.gap.com/stores/ia/westdesmoines/
137,Kansas,Kansas City,KANSAS CITY LEGENDS,"Factory Store,Women's Only,Men's Only","1813 Village West Park ,Kansas City, KS 66111-1880",https://bananarepublic.gap.com/stores/ks/kansascity/
138,Kansas,Leawood,TOWN CENTER PLAZA,Shoes,"4852 W 119th Street ,Leawood, KS 66209",https://bananarepublic.gap.com/stores/ks/leawood/
139,Kentucky,Louisville,PADDOCK SHOPS,Shoes,"4226 Summit Plaza Dr Suite B6,Louisville, KY 40241-8106",https://bananarepublic.gap.com/stores/ky/louisville/
140,Kentucky,Simpsonville,OUTLET OF BLUEGRASS,Factory Store,"1155 Buck Creek Road Suite 818,Simpsonville, KY 40067",https://bananarepublic.gap.com/stores/ky/simpsonville/
141,Louisiana,Baton Rouge,T/C @ CEDAR LODGE,,"2373 Towne Center Blvd ,Baton Rouge, LA 70806",https://bananarepublic.gap.com/stores/la/batonrouge/
142,Louisiana,Gonzales,GONZALES TANGER,"Factory Store,Petites,Women's Only,Men's Only","2300 South Tanger Blvd Ste 111,Gonzales, LA 70737",https://bananarepublic.gap.com/stores/la/gonzales/
143,Louisiana,Harahan,ELMWOOD SC,Factory Store,"1200 South Clearview Parkway Ste 1312,Harahan, LA 70123",https://bananarepublic.gap.com/stores/la/harahan/
144,Louisiana,Mandeville,Premier Centre,"Shoes,Women's Only,Men's Only","3414 Highway 190 Ste 603,Mandeville, LA 70471",https://bananarepublic.gap.com/stores/la/mandeville/
145,Louisiana,New Orleans,CANAL PLACE,Shoes,"333 Canal Street Ste 102,New Orleans, LA 70130",https://bananarepublic.gap.com/stores/la/neworleans/
146,Maine,Freeport,MAIN ST - FREEPORT,Factory Store,"39 Main Street ,Freeport, ME 04032",https://bananarepublic.gap.com/stores/me/freeport/
147,Maine,Kittery,KITTERY PREMIUM,"Factory Store,Petites,Women's Only,Men's Only","325 Us Route 1 Ste 1,Kittery, ME 03904-6508",https://bananarepublic.gap.com/stores/me/kittery/
148,Maine,South Portland,MAINE MALL,,"364 Maine Mall Road ,South Portland, ME 04106",https://bananarepublic.gap.com/stores/me/southportland/
149,Maryland,Bethesda,Montgomery - MD,,"7101 Democracy Blvd Ste 2054,Bethesda, MD 20817",https://bananarepublic.gap.com/stores/md/bethesda/
150,Maryland,Chevy Chase,WISCONSIN/CHEVY CHAS,Shoes,"5430 Wisconsin Ave Space #2230,Chevy Chase, MD 20815",https://bananarepublic.gap.com/stores/md/chevychase/
151,Maryland,Clarksburg,CLARKSBURG PREMIUM,Factory Store,"22705 Clarksburg Road Suite 700,Clarksburg, MD 20871",https://bananarepublic.gap.com/stores/md/clarksburg/
152,Maryland,Columbia,COLUMBIA MALL - MD,"Baby,Shoes","10300 Little Patuxent Pkwy Ste 2030,Columbia, MD 21044",https://bananarepublic.gap.com/stores/md/columbia/
153,Maryland,Hanover,ARUNDEL MILLS,Factory Store,"7000 Arundel Mills Circle Space #448,Hanover, MD 21076-1380",https://bananarepublic.gap.com/stores/md/hanover/
154,Maryland,National Harbor,NATIONAL HARBOR,Factory Store,"6800 Oxon Hill Rd Ste 200,National Harbor, MD 20745",https://bananarepublic.gap.com/stores/md/nationalharbor/
155,Maryland,Queenstown,QUEENSTOWN PREMIUM,Factory Store,"403 Outlet Center Drive ,Queenstown, MD 21658",https://bananarepublic.gap.com/stores/md/queenstown/
156,Maryland,Towson,TOWSON T/C,,"825 Dulaney Valley Road Space 324,Towson, MD 21204",https://bananarepublic.gap.com/stores/md/towson/
157,Massachusetts,Boston,Copley Place,Shoes,"100 Huntington Avenue Space F1,Boston, MA 02116",https://bananarepublic.gap.com/stores/ma/boston/
158,Massachusetts,Boston,Mktpl - Faneuil Hall,"Women's Only,Men's Only","200 State Street B10 - 12,Boston, MA 02109",https://bananarepublic.gap.com/stores/ma/boston/
159,Massachusetts,Burlington,BURLINGTON MALL - MA,,"75 Middlesex Turpike Suite 2052,Burlington, MA 01803",https://bananarepublic.gap.com/stores/ma/burlington/
160,Massachusetts,Dedham,Legacy Place,Petites,"532 Legacy Place ,Dedham, MA 02026",https://bananarepublic.gap.com/stores/ma/dedham/
161,Massachusetts,Hingham,Derby St Shops,,"94 Derby Street 368,Hingham, MA 02043-4202",https://bananarepublic.gap.com/stores/ma/hingham/
162,Massachusetts,Lee,LEE PREMIUM,Factory Store,"640 Premium Outlets Blvd ,Lee, MA 01238-8506",https://bananarepublic.gap.com/stores/ma/lee/
163,Massachusetts,Lynnfield,MKT STREET LYNNFIELD,,"1515 Market Street ,Lynnfield, MA 01940-4227",https://bananarepublic.gap.com/stores/ma/lynnfield/
164,Massachusetts,Millbury,SHOPS@BLACKSTONE VLL,Factory Store,"70 Worcester Providence Turnpike,Millbury, MA 01527",https://bananarepublic.gap.com/stores/ma/millbury/
165,Massachusetts,Natick,Natick Mall,"Baby,Shoes","1245 Worcester Street Ste1082,Natick, MA 01760",https://bananarepublic.gap.com/stores/ma/natick/
166,Massachusetts,Somerville,ASSEMBLY ROW,Factory Store,"559 Assembly Row ,Somerville, MA 02145",https://bananarepublic.gap.com/stores/ma/somerville/
167,Massachusetts,Wrentham,WRENTHAM VILLAGE,"Factory Store,Petites,Women's Only,Men's Only","1 Premium Outlet Blvd Ste 550,Wrentham, MA 02093-1589",https://bananarepublic.gap.com/stores/ma/wrentham/
168,Michigan,Auburn Hills,GREAT LAKES CROSSING,Factory Store,"4630 Baldwin Rd Ste 116,Auburn Hills, MI 48326-1282",https://bananarepublic.gap.com/stores/mi/auburnhills/
169,Michigan,Byron Center,GRAND RAPIDS TANGER,Factory Store,"350 84th Street Suite 680,Byron Center, MI 49315",https://bananarepublic.gap.com/stores/mi/byroncenter/
170,Michigan,Howell,HOWELL (KENSINGTON),Factory Store,"1475 Burkhart Rd Ste F150,Howell, MI 48855-7222",https://bananarepublic.gap.com/stores/mi/howell/
171,Michigan,Lansing,EASTWOOD T/C,,"3020 Towne Centre Blvd ,Lansing, MI 48912-5623",https://bananarepublic.gap.com/stores/mi/lansing/
172,Michigan,Novi,Twelve Oaks,Shoes,"27434 Novi Road Space #b223, B224,Novi, MI 48377",https://bananarepublic.gap.com/stores/mi/novi/
173,Michigan,Rochester Hills,VILLAGE ROCHESTER,Shoes,"244 N Adams Road D244,Rochester Hills, MI 48309",https://bananarepublic.gap.com/stores/mi/rochesterhills/
174,Michigan,Troy,Somerset Collection,Baby,"2800 West Big Beaver Road Suite R260,Troy, MI 48084",https://bananarepublic.gap.com/stores/mi/troy/
175,Minnesota,Bloomington,Mall Of America,"Baby,Shoes","100 W Market W100a,Bloomington, MN 55425-5521",https://bananarepublic.gap.com/stores/mn/bloomington/
176,Minnesota,Eagan,TWIN CITIES EAGAN,Factory Store,"3925 Eagan Outlets Parkway Building 400, Space 900,Eagan, MN 55122",https://bananarepublic.gap.com/stores/mn/eagan/
177,Minnesota,Edina,SOUTHDALE CENTER,Shoes,"1060 Southdale Ctr ,Edina, MN 55435-7050",https://bananarepublic.gap.com/stores/mn/edina/
178,Minnesota,Roseville,ROSEDALE,,"1595 Highway 36 W Space 400,Roseville, MN 55113-3017",https://bananarepublic.gap.com/stores/mn/roseville/
179,Minnesota,St Louis Park,SHOPPES AT KNOLLWOOD,Factory Store,"8332 Mn-7 ,St Louis Park, MN 55426",https://bananarepublic.gap.com/stores/mn/stlouispark/
180,Minnesota,Woodbury,WOODBURY LAKES,,"9120 Hudson Road Ste 306,Woodbury, MN 55125",https://bananarepublic.gap.com/stores/mn/woodbury/
181,Mississippi,Gulfport,GULFPORT PREMIUM,"Factory Store,Petites","10850 Factory Shop Blvd Space 820, 830,Gulfport, MS 39503-4242",https://bananarepublic.gap.com/stores/ms/gulfport/
182,Mississippi,Pearl,OUTLT OF MISSISSIPPI,Factory Store,"200 Bass Pro Drive ,Pearl, MS 39208",https://bananarepublic.gap.com/stores/ms/pearl/
183,Mississippi,Southaven,TANGER OUTLTMEMPHIS,Factory Store,"5205 Airways Blvd Suite #1090,Southaven, MS 38671",https://bananarepublic.gap.com/stores/ms/southaven/
184,Missouri,Branson,BRANSON TANGER,"Factory Store,Women's Only,Men's Only","300 Tanger Blvd Ste 117,Branson, MO 65616-2187",https://bananarepublic.gap.com/stores/mo/branson/
185,Missouri,Kansas City,Cntry Club Plaza-MO,"Baby,Shoes","450 W. 47th Street ,Kansas City, MO 64112",https://bananarepublic.gap.com/stores/mo/kansascity/
186,Missouri,Richmond Heights,St Louis Galleria,Shoes,"1456 Saint Louis Galleria ,Richmond Heights, MO 63117-1109",https://bananarepublic.gap.com/stores/mo/richmondheights/
187,Missouri,St Louis,WEST COUNTY CENTER,,"32 West County Center Spc 1090,St Louis, MO 63131",https://bananarepublic.gap.com/stores/mo/stlouis/
188,Nebraska,Gretna,Nebraska Crossing,"Factory Store,Women's Only,Men's Only","21355 Nebraska Crossing Drive Ste F117,Gretna, NE 68028-7375",https://bananarepublic.gap.com/stores/ne/gretna/
189,Nebraska,Omaha,VILLAGE POINTE,,"17151 Davenport St Ste M115,Omaha, NE 68118-4093",https://bananarepublic.gap.com/stores/ne/omaha/
190,Nevada,Las Vegas,LAS VEGAS PREM-NORTH,"Factory Store,Petites","605 Grand Central Parkway Ste 1280,Las Vegas, NV 89106-4519",https://bananarepublic.gap.com/stores/nv/lasvegas/
191,Nevada,Las Vegas,DOWNTOWN SUMMERLIN,,"1875 Festival Plaza Drive Ste #120,Las Vegas, NV 89135",https://bananarepublic.gap.com/stores/nv/lasvegas/
192,Nevada,Las Vegas,LAS VEGAS PREM-SOUTH,"Factory Store,Women's Only,Men's Only","7400 Las Vegas Blvd South ,Las Vegas, NV 89123",https://bananarepublic.gap.com/stores/nv/lasvegas/
193,Nevada,Las Vegas,VENETIAN (THE),Shoes,"3377 Las Vegas Blvd S Ste 2090,Las Vegas, NV 89109",https://bananarepublic.gap.com/stores/nv/lasvegas/
194,Nevada,Las Vegas,FASHION SHOW (3153),,"3200 Las Vegas Blvd South Suite 1495,Las Vegas, NV 89109",https://bananarepublic.gap.com/stores/nv/lasvegas/
195,Nevada,Sparks,OUTLETS AT SPARKS,Factory Store,"1310 Scheels Drive Ste 102,Sparks, NV 89434",https://bananarepublic.gap.com/stores/nv/sparks/
196,New Hampshire,Merrimack,MERRIMACK PREMIUM,Factory Store,"80 Premium Outlets Blvd Ste 499,Merrimack, NH 03054-4774",https://bananarepublic.gap.com/stores/nh/merrimack/
197,New Hampshire,North Conway,SETTLERS GREEN,"Factory Store,Women's Only,Men's Only","17 Settlers Grn Ste B54,North Conway, NH 03860",https://bananarepublic.gap.com/stores/nh/northconway/
198,New Hampshire,Tilton,TILTON TANGER,"Factory Store,Petites","120 Laconia Rd Ste 110,Tilton, NH 03276",https://bananarepublic.gap.com/stores/nh/tilton/
199,New Jersey,Atlantic City,ATLANTIC CITY TANGER,"Factory Store,Petites","2000 Atlantic Avenue Ste 800,Atlantic City, NJ 08401-6708",https://bananarepublic.gap.com/stores/nj/atlanticcity/
200,New Jersey,Blackwood,GLOUCESTER PREMIUM,"Factory Store,Women's Only,Men's Only","100 Premium Outlets Drive Ste 890,Blackwood, NJ 08012-3884",https://bananarepublic.gap.com/stores/nj/blackwood/
201,New Jersey,Cherry Hill,CHERRY HILL MALL,,"2000 Route 38 Ste 1265,Cherry Hill, NJ 08002-2100",https://bananarepublic.gap.com/stores/nj/cherryhill/
