Unnamed: 0,Review_ID,Review_Text,Filled_Stars,Review_Time,filename
2,ChZDSUhNMG9nS0VJQ0FnSURHdVBIbWFBEAE,"Couldn’t ask for more, BR Sea Girt is an amazing resource for buying gifts for my wife. Janice has been terrific! Always a huge help finding the “right” gift. Because of her expertise I know I’m giving my wife a great gift. Was there today buying for her birthday and I’ll be back soon for Christmas. Thanks Janice!",5,2022,New Jersey_Sea Girt_Brook 35 Plaza.csv
3,ChdDSUhNMG9nS0VJQ0FnSUNBck1IanR3RRAB,I love this place. The staff makes the difference for me. They help me through the matching color and style process. They are just so good at it. They are honest to tell me what looks good and bad on me. They are monitoring the dressing …,5,2019,New Jersey_Sea Girt_Brook 35 Plaza.csv
4,ChZDSUhNMG9nS0VJQ0FnSUNLelliZ1JnEAE,"I am not a fan of retail except for this place..I found opposite of the reviews. The staff are fully grown adults who want to be there , knowledgable and what I surmised are wealthy themselves who want to do something.. That being said best …",5,2021,New Jersey_Sea Girt_Brook 35 Plaza.csv
5,ChdDSUhNMG9nS0VJQ0FnSUNBcGRYVjR3RRAB,"I went there for shopping and I found a good shirt for myself, so I went to the dressing room to try it on. It looked good so I bought it. While changing, I accidentally dropped my bracelet and I didn't notice it. I came back to home and …",5,2017,New Jersey_Sea Girt_Brook 35 Plaza.csv
6,ChZDSUhNMG9nS0VJQ0FnSUNncXVIUEt3EAE,"Visit the store regular but will not go back. The dressing rooms are filthy; thick black dust, dirt, and hairs. Asked the manager why they were progressively more disgusting and she replied that the store was cleaned once a month, and the …",1,2017,New Jersey_Sea Girt_Brook 35 Plaza.csv
7,ChdDSUhNMG9nS0VJQ0FnSUNZdDVTOG1RRRAB,Like BR a lot. Not a big selection of men's clothing but good quality. Expensive but... Get a BR card and you can save and get bonus points. Staff is always helpful,4,2019,New Jersey_Sea Girt_Brook 35 Plaza.csv
8,ChdDSUhNMG9nS0VJQ0FnSUNtd0tpN3hnRRAB,The shop has awesome associates who treat you like family.,5,2022,New Jersey_Sea Girt_Brook 35 Plaza.csv
9,ChdDSUhNMG9nS0VJQ0FnSURVNkl5QnBRRRAB,Not one employee said Hello or asked.if I needed any assistance. I left without buying anything,3,2019,New Jersey_Sea Girt_Brook 35 Plaza.csv
0,ChZDSUhNMG9nS0VJQ0FnSUMwNGZyNk9REAE,This is a great banana republic store. Daniel runs an amazing operation. And they have a great selection of men’s suits. I had to pick one up in a pinch and they were able to find everything I needed. Way to save the day!,5,2019,New Jersey_Short Hills_Short Hills Mall.csv
1,ChdDSUhNMG9nS0VJQ0FnSUNDdVBibDZRRRAB,Still some classic styles but nothing that provides more than business casual or a set of simple going out clothes to hang with friends at a bar on the water.,3,2020,New Jersey_Short Hills_Short Hills Mall.csv
2,ChdDSUhNMG9nS0VJQ0FnSUQwdnZYUGxRRRAB,"They always have 50% off existing clearance items which is really nice, I always fine really cute tops and pants from. I've bought countless shirts from the clearance items here for a decent price. Banana is probably my favorite store in the whole mall.",5,2020,New Jersey_Short Hills_Short Hills Mall.csv
3,ChZDSUhNMG9nS0VJQ0FnSUNZbWUtN1ZnEAE,"This has been the worst experience I have had at any retail store I have been to.  This whole process started over 2 weeks ago.  I purchased a pair of pant from the Banana Republic store at the Polaris Mall location here in Columbus, OH. …",1,2019,New Jersey_Short Hills_Short Hills Mall.csv
4,ChZDSUhNMG9nS0VJQ0FnSUNvNWFMTElBEAE,"I used to love shopping here. Quality of the  clothes is still good, the staff is very helpful but I was a little disappointed that they have been following the trend of tight legged pants. I miss classic pants, can't seem to find them anywhere.",4,2019,New Jersey_Short Hills_Short Hills Mall.csv
5,ChdDSUhNMG9nS0VJQ0FnSUNDaUtmWTFBRRAB,I was returning an utility jumper that I had purchased online but was to small. The young ladies acted as if I was doing something illegal the way they carried on. …,1,2020,New Jersey_Short Hills_Short Hills Mall.csv
6,ChdDSUhNMG9nS0VJQ0FnSURSd1BMUWpBRRAB,A bit expensive but excellent clothing & styles!,4,2023,New Jersey_Short Hills_Short Hills Mall.csv
7,ChdDSUhNMG9nS0VJQ0FnSURvbU9LWHpnRRAB,"The clothes quality  are so good,  quality and price",5,2019,New Jersey_Short Hills_Short Hills Mall.csv
8,ChZDSUhNMG9nS0VJQ0FnSURJdHNfRlJBEAE,Super helpful staff. Awesome that they're also normal people who don't look at you weird when you ask about sale items.,5,2019,New Jersey_Short Hills_Short Hills Mall.csv
9,ChdDSUhNMG9nS0VJQ0FnSURZcjRPanlnRRAB,Not sure what is happening with BR but their clothes suck now. Sorry but i used to be a fan of their clothing but now BR need a revamp in order to stay relevant.,2,2019,New Jersey_Short Hills_Short Hills Mall.csv
0,ChZDSUhNMG9nS0VJQ0FnSURKakphV0lBEAE,Banana Republic at the Grove in Shrewsbury NJ. is really good. The staff is extremely helpful. They provide great customer service. They always have. I can always find something I really like; and I don't have to look real hard. It's so easy to find good-looking clothes at this location.,5,2023,New Jersey_Shrewsbury_Grove (The).csv
1,ChdDSUhNMG9nS0VJQ0FnSUR1azd2cDZ3RRAB,This store is wonderful. It was my first time coming to this location and I was so impressed with how helpful the staff were. They offered to assist me without my having to ask and were very kind. They also have a very nice selection and …,5,2022,New Jersey_Shrewsbury_Grove (The).csv
2,ChdDSUhNMG9nS0VJQ0FnSURlN3I3UHFBRRAB,"As a pretty unfashionable person myself, I was given the suggestion to try Banana Republic. While I was there I tried on some clothes and asked a staff member (Boris) for some advice and suggestions. He was extremely helpful in getting me …",5,2023,New Jersey_Shrewsbury_Grove (The).csv
3,ChdDSUhNMG9nS0VJQ0FnSURKcXZLZF93RRAB,"Nice location, quick line.",5,2023,New Jersey_Shrewsbury_Grove (The).csv
4,ChdDSUhNMG9nS0VJQ0FnSUQtLUtHcjBRRRAB,Very courteous and friendly staff.,4,2023,New Jersey_Shrewsbury_Grove (The).csv
5,ChZDSUhNMG9nS0VJQ0FnSURHOHN2cEdBEAE,"Helpful and professional staff, clean store, nice selection.",5,2022,New Jersey_Shrewsbury_Grove (The).csv
6,ChdDSUhNMG9nS0VJQ0FnSUNRaHRQNi1nRRAB,Big clean store with very nice looking clothes. Seems different from the other Banana Republics in a good way.,5,2018,New Jersey_Shrewsbury_Grove (The).csv
7,ChdDSUhNMG9nS0VJQ0FnSUMwb2JfNWdnRRAB,Very helpful and did not push me to buy things I was unsure about,5,2019,New Jersey_Shrewsbury_Grove (The).csv
8,ChdDSUhNMG9nS0VJQ0FnSUNpM003SjlBRRAB,"Great store, good service and selection.",5,2021,New Jersey_Shrewsbury_Grove (The).csv
9,ChdDSUhNMG9nS0VJQ0FnSURRMDZ5cXl3RRAB,It's nice and comfortable store to shop at.,3,2018,New Jersey_Shrewsbury_Grove (The).csv
0,ChdDSUhNMG9nS0VJQ0FnSUN5Z05XOWx3RRAB,"They have a huge sale going on currently. I went there prior and bought a beautiful sweater and signed up for the rewards program. I received 250 points and was sent via email, a 50% off towards my next purchase. Today I decided to go back …",5,2021,New Jersey_Tinton Falls_JERSEY SHORE PREMIUM.csv
1,ChZDSUhNMG9nS0VJQ0FnSUN4NFB5TFl3EAE,"We came to the store yesterday with our family. The clothes were very good, but the air conditioning does not work. Our heads were all hurting. Please fix it, thank you",1,2023,New Jersey_Tinton Falls_JERSEY SHORE PREMIUM.csv
2,ChZDSUhNMG9nS0VJQ0FnSURodTVfQkdBEAE,"Excellent customer service. Lauren helped me. Even though the store was closed, she opened up and accommodated my needs in the last minute. I appreciate it so much and will definitely come back again.",5,2023,New Jersey_Tinton Falls_JERSEY SHORE PREMIUM.csv
3,ChZDSUhNMG9nS0VJQ0FnSURwaXRtUFB3EAE,A place where they think they're chanel but really I could get the same junk for much less at Marshalls,5,2023,New Jersey_Tinton Falls_JERSEY SHORE PREMIUM.csv
4,ChdDSUhNMG9nS0VJQ0FnSURSc0l1SXpRRRAB,They have size 33 waist 34 length love them!!!!!,5,2023,New Jersey_Tinton Falls_JERSEY SHORE PREMIUM.csv
5,ChZDSUhNMG9nS0VJQ0FnSURSbklTTGZBEAE,Kevon the store associate was very nice and helpful!,5,2023,New Jersey_Tinton Falls_JERSEY SHORE PREMIUM.csv
6,ChZDSUhNMG9nS0VJQ0FnSURNNDVYN0tBEAE,"I am so disappointed with my visit today. I went in to exchange a sweater my sister-in-law got for my husband. I had the new sweater on the counter I wanted to exchange and handed the lady the receipt. Instead of doing a exchange, she did a …",2,2020,New Jersey_Tinton Falls_JERSEY SHORE PREMIUM.csv
7,ChdDSUhNMG9nS0VJQ0FnSUNSLXNEZHpBRRAB,I have gotten great deals here.,5,2023,New Jersey_Tinton Falls_JERSEY SHORE PREMIUM.csv
8,ChZDSUhNMG9nS0VJQ0FnSURnenRiaVFREAE,"Drove 25 minutes to return clothes here w receipt. I was not allowed to return because my wife’s employee discount was used for the original purchase, even though I had her employee number. Employees were incencere and my wife will now have to make the same 50 minute trip. Shop at JCrew if you’re visiting the outlets",1,2018,New Jersey_Tinton Falls_JERSEY SHORE PREMIUM.csv
9,ChdDSUhNMG9nS0VJQ0FnSUN5OGV5czh3RRAB,Great customer service. Every time I go here the employees are willing to help me look for my items. They greet everyone and are very respectful.,5,2021,New Jersey_Tinton Falls_JERSEY SHORE PREMIUM.csv
0,ChdDSUhNMG9nS0VJQ0FnSURBLWJ5WXRRRRAB,"I like this place, easy to get in and out since it's in the Willowbrook Mall. The store is always maintained and visually merchandised well. The staff is reasonably friendly. It feels like they're always waiting for an angry customer …",4,2018,New Jersey_Wayne_WILLOWBROOK - NJ.csv
1,ChdDSUhNMG9nS0VJQ0FnSUNadHQtajJBRRAB,"Beautiful selection of clothes overpriced however, wait for their sales!",4,2023,New Jersey_Wayne_WILLOWBROOK - NJ.csv
2,ChZDSUhNMG9nS0VJQ0FnSUNCMUt5TmZ3EAE,"Don't work here. Hired me on the spot then kept sending me blank schedules, even though I was supposed to work Tuesdays and Thursdays, until I gave up on getting hours and they removed me from the system. You'll get a lot of the same merch for cheaper at GAP. (They're owned by the same company)",1,2023,New Jersey_Wayne_WILLOWBROOK - NJ.csv
3,ChZDSUhNMG9nS0VJQ0FnSUNPNXV1c2FBEAE,"Upon our recent visit to this location we were very pleasantly surprised to have every associate greet us as we walked through the store!
I would also like to add that the greetings that were given to us were polite …",5,2022,New Jersey_Wayne_WILLOWBROOK - NJ.csv
4,ChZDSUhNMG9nS0VJQ0FnSUN1bTg2SEtnEAE,"You can return without a receipt and without tags as long as it isn’t worn or washed , within 30 days!! The managers are liars and they are violating the policy of banana republic! I called and checked! So do not believe them!!",1,2022,New Jersey_Wayne_WILLOWBROOK - NJ.csv
5,ChdDSUhNMG9nS0VJQ0FnSURRa3NIQzdRRRAB,"DO NOT BUY AT THIS STORE! I paid $60 for a dress on sale and it ripped at the seam after the second time I wore it. I just went back to the store to ask if they could fix it. I was told no, so I requested a refund. Since at first I couldn't …",1,2017,New Jersey_Wayne_WILLOWBROOK - NJ.csv
6,ChZDSUhNMG9nS0VJQ0FnSUNPd1B5RmFREAE,"Brianna went out of her way to help me with an online return. It was a bit complicated, but she did everything she could so I could reorder the jacket in the color I wanted before it sold out.",5,2022,New Jersey_Wayne_WILLOWBROOK - NJ.csv
7,ChdDSUhNMG9nS0VJQ0FnSURzOG9DZWxRRRAB,"Someone should give Mo (or Moe) a raise. He displayed the utmost professionalism and customer service. Even though closing time was approaching, he was SO kind and was so attentive and helpful. I didn't feel rushed at all and ended up buying all the things I wanted to. It was such a pleasant shopping experience. Go Moe!",5,2020,New Jersey_Wayne_WILLOWBROOK - NJ.csv
8,ChdDSUhNMG9nS0VJQ0FnSURndy16cHBRRRAB,I’m so upset about this store in general. Comparing this store to the garden state mall is small and lack of everything specially costumer service. I’ve been here multiple time and I’ve seen different people working here and the same rude …,1,2018,New Jersey_Wayne_WILLOWBROOK - NJ.csv
9,ChdDSUhNMG9nS0VJQ0FnSUMtOVltcjZnRRAB,Horrible management! ordered Sunglasses online was told I could return them in store since they sent me the wrong color. manager refused to take the return!! Very rude!!,1,2023,New Jersey_Wayne_WILLOWBROOK - NJ.csv
0,ChRDSUhNMG9nS0VJQ0FnSUNCdnBWZRAB,Worst customer service I have ever experienced at a Banana Republic! I will never shop at a Banana Republic store ever again!,1,2023,New Jersey_Westfield_Central Av-Westfield.csv
1,ChdDSUhNMG9nS0VJQ0FnSUQtb0tpcG5nRRAB,"Because of the terrible customer service my family and I experienced at the Westfield location, we will never shop at Banana Republic or the GAP ever again! We have shopped at Banana Republic for decades and spent many thousands of dollars …",1,2023,New Jersey_Westfield_Central Av-Westfield.csv
2,ChZDSUhNMG9nS0VJQ0FnSUNKLVlYZUZnEAE,"Love this brand .
This branch is small with fewer options.",3,2023,New Jersey_Westfield_Central Av-Westfield.csv
3,ChdDSUhNMG9nS0VJQ0FnSUMtZ19pR2t3RRAB,"Very good store, but unfortunately they do not sell bananas.",5,2023,New Jersey_Westfield_Central Av-Westfield.csv
4,ChZDSUhNMG9nS0VJQ0FnSUNRLS1uUEZREAE,"This is my absolutely favorite Banana Republic store. Excellent customer service and friendly staff.  Andrew, Donte and Keria are always professional and very customer service oriented. Outstanding team all around!!",5,2017,New Jersey_Westfield_Central Av-Westfield.csv
5,ChdDSUhNMG9nS0VJQ0FnSUMwMGRYU3dnRRAB,Excellent customer service. Special thanks to the Manager for making a pleasant sopping experience every time I shop the store in Westfield.,5,2019,New Jersey_Westfield_Central Av-Westfield.csv
6,ChZDSUhNMG9nS0VJQ0FnSUNRbWJYcFpBEAE,Love the staff and love the clothes! Banana Republic will always be my #1 choice for high quality clothing,5,2017,New Jersey_Westfield_Central Av-Westfield.csv
7,ChZDSUhNMG9nS0VJQ0FnSURJbU0zbWFREAE,Best clothing store and service in Westfield.,5,2019,New Jersey_Westfield_Central Av-Westfield.csv
8,ChZDSUhNMG9nS0VJQ0FnSURnb2F6UGVnEAE,Great store!! Love the people!!,5,2019,New Jersey_Westfield_Central Av-Westfield.csv
9,ChZDSUhNMG9nS0VJQ0FnSURROUtDNWZnEAE,Always a leasure shopping in this store,5,2018,New Jersey_Westfield_Central Av-Westfield.csv
0,ChdDSUhNMG9nS0VJQ0FnSUR4N05PMDl3RRAB,Didn't realize I liked the clothes here so much. If you buy on sales it's reasonable. The service was very good.,4,2023,New Jersey_Woodcliff Lake_TICE'S CORNER.csv
1,ChZDSUhNMG9nS0VJQ0FnSUQtNDY3NERREAE,"One of my favorite Banana Republics. Quiet, calm and impeccably clean, this store is a super relaxed spot to shop and browse Banana Republic merchandise. The store is also pretty decent in size, so there is a lot of inventory to choose …",5,2023,New Jersey_Woodcliff Lake_TICE'S CORNER.csv
2,ChdDSUhNMG9nS0VJQ0FnSUQwbXNUcXlRRRAB,"Banana Republic was the place to shop about 15 to 20 years ago. Men’s shoes were of high quality fine leather, made in Italy. Men’s pants could be found in fine Merino gabardine fabric, for the most part quality men’s cloths at a reasonable …",1,2020,New Jersey_Woodcliff Lake_TICE'S CORNER.csv
3,ChZDSUhNMG9nS0VJQ0FnSURBLTVyclVBEAE,"BR was great circa 1990s, and it’s since gone downhill in the men’s department, and it continues to disappoint in quality, value, product workmanship and price. Sincerely, ex-banana Republic customer.",1,2020,New Jersey_Woodcliff Lake_TICE'S CORNER.csv
4,ChdDSUhNMG9nS0VJQ0FnSUNpbmFpOG1nRRAB,"I love shopping at the store location!! The staff is friendly, extremely helpful and so accommodating!! Thank you so much for a wonderful shopping experience today!",5,2021,New Jersey_Woodcliff Lake_TICE'S CORNER.csv
5,ChdDSUhNMG9nS0VJQ0FnSURrbm9LV2tnRRAB,"Good sale prices for clothing, jewelry, shoes.  Nice selection of regular priced clothes too!  Staff helpful and quick check out.  Good stop.",5,2019,New Jersey_Woodcliff Lake_TICE'S CORNER.csv
6,ChdDSUhNMG9nS0VJQ0FnSURnNlptcDdnRRAB,"Banana Republic is the high end  branch of the gap.  It is all up to the shopper, but it is a like any other banana Republic.",3,2016,New Jersey_Woodcliff Lake_TICE'S CORNER.csv
7,ChZDSUhNMG9nS0VJQ0FnSURZM09ES05BEAE,"Review is for this particular location. It is on the smaller size for BR and have very limited selection, especially for men. Staff is friendly and helpful.",3,2019,New Jersey_Woodcliff Lake_TICE'S CORNER.csv
8,ChdDSUhNMG9nS0VJQ0FnSURLM2Rid2t3RRAB,Love this store and most of all the customer service is the best. The people that work here are all so friendly and helpful.,5,2021,New Jersey_Woodcliff Lake_TICE'S CORNER.csv
9,ChZDSUhNMG9nS0VJQ0FnSURvcEphblNREAE,For these prices I'd assume the store to be more pristine. It looks like the store had been through several remodels.,4,2019,New Jersey_Woodcliff Lake_TICE'S CORNER.csv
0,ChdDSUhNMG9nS0VJQ0FnSUNhNS1lbGdRRRAB,This used to be my go to for dress and causal clothes but the selection has really been lacking and the fits are very limited. Now the store hours are just ridiculous… you almost have to be unemployed to be able to shop during their open …,1,2021,New Mexico_Albuquerque_ABQ UPTOWN.csv
1,ChZDSUhNMG9nS0VJQ0FnSUNadWYtQ0JREAE,"The pattern drafting for this brand has gone down hill. Awkward cuts. No lining in slacks, everything is polyester. This location is clean and the service is welcoming.",2,2023,New Mexico_Albuquerque_ABQ UPTOWN.csv
2,ChZDSUhNMG9nS0VJQ0FnSUN4NUxHU1hnEAE,"My recent visit to Banana Republic was nothing short of a fantastic shopping experience. This stylish clothing retailer earns a full five-star rating for its high-quality fashion, organized store layout, and superb customer service. …",5,2023,New Mexico_Albuquerque_ABQ UPTOWN.csv
3,ChdDSUhNMG9nS0VJQ0FnSUNldmNxbW5RRRAB,I have been a long time customer of Banana Republic in Scottsdale for years. This morning in went into the Abq Uptown location. Every September/October i purchase 8-10 pieces to add to my BR collection. Not once in 15 minutes did i see a …,1,2022,New Mexico_Albuquerque_ABQ UPTOWN.csv
4,ChZDSUhNMG9nS0VJQ0FnSUNXazVqWU9BEAE,"Tidy, friendly service, good finds. The atmosphere is calm, they started a fitting room for me and made sure I was doing well, but weren’t pushy at all. There are a lot of repeat designs with identical fabric, which I have mixed feelings about. But overall I like the quality and design of the pieces here.",5,2022,New Mexico_Albuquerque_ABQ UPTOWN.csv
5,ChZDSUhNMG9nS0VJQ0FnSUQteGJ5bGRREAE,I bought a bracelet on line for 25.00.  I  am very disappointed.  Absolutely did not match the picture shown.  Will not order from you again.,2,2023,New Mexico_Albuquerque_ABQ UPTOWN.csv
6,ChZDSUhNMG9nS0VJQ0FnSURHbGQ3eVJBEAE,"I went to buy my fav cologne there. Wasn’t greeted, wasn’t asked if we needed any help from front to back. Looked at a number of garments. Finally made it to the back and asked where the cologne was. Worker said “yeah it’s up there on the …",2,2022,New Mexico_Albuquerque_ABQ UPTOWN.csv
7,ChdDSUhNMG9nS0VJQ0FnSURrbUpHU3lBRRAB,I generally like the styles and the price/quality value at BR.  I decided to write this review just in case customers were basing their opinions of all of BR on the basis of the in-store experience at this location.  In the 4 years that I …,3,2019,New Mexico_Albuquerque_ABQ UPTOWN.csv
8,ChdDSUhNMG9nS0VJQ0FnSUNDME9xRGdBRRAB,"I think the guy that helped me was Erik, and he was such a sweetheart. When I told him I was starting a new job and wanted to challenge myself fashion-wise, he really helped me figure out what worked for me! …",5,2020,New Mexico_Albuquerque_ABQ UPTOWN.csv
9,ChdDSUhNMG9nS0VJQ0FnSUNRMTZDam1BRRAB,I don't have much sense when picking out clothes and I needed new casual outfits for work.  Johnny was an amazing help and provided great input on sizes and fit.  He was polite and it was a great experience thanks to him.,5,2017,New Mexico_Albuquerque_ABQ UPTOWN.csv
0,ChdDSUhNMG9nS0VJQ0FnSUR4b3RYNThnRRAB,"DO NOT COME TO THIS STORE UNLESS YOU WANT TO BE DEFRAUDED. I was DEFRAUDED by the manager named Kris to apply for a credit card. Here’s the thing, I was buying some items at the store and I was ready to check out. Then the manager Kris …",1,2023,New York_Albany_Crossgates Mall.csv
1,ChdDSUhNMG9nS0VJQ0FnSUR4b3AyR25RRRAB,"A SCAM STORE, DO NOT COME HERE. My boyfriend and I were buying some items from this store yesterday and when we were checking out, the manager whose name was Kris told us we could get a discount if we apply for a “store card.” We thought it …",1,2023,New York_Albany_Crossgates Mall.csv
2,ChZDSUhNMG9nS0VJQ0FnSUNCNzZPaURBEAE,Recently called this branch to verify if a style and size of jean was actually there like the online list indicated. …,5,2023,New York_Albany_Crossgates Mall.csv
3,ChdDSUhNMG9nS0VJQ0FnSURBb08tVndRRRAB,"Any individual that wants to pursue a career through this company, I'd advise not to expect to grow within 8110 and in the Albany district. If you are military PLEASE do not apply for this job. You would be possibly asked or persuaded to …",1,2017,New York_Albany_Crossgates Mall.csv
4,ChdDSUhNMG9nS0VJQ0FnSURJcTdDdGxRRRAB,BEST PLACE TO GO TO BUY FANCY PANTS CAW CAW,5,2019,New York_Albany_Crossgates Mall.csv
5,ChdDSUhNMG9nS0VJQ0FnSUNRdTl5TXNRRRAB,Spent an hour on the website searching and finding clothes. 1 minute after making the purchase I get an email that the purchase was cancelled because they're out of stock. I got a refund but no apology for this waste of time that could have been prevented if the website accurately reflected what was in stock.,1,2018,New York_Albany_Crossgates Mall.csv
6,ChdDSUhNMG9nS0VJQ0FnSURvLU1PdHhnRRAB,"Very good store.  Runway lines, not factory.  Has the latest and greatest with a bit of the old lines.  Plenty to choose from and the occasional Heritage or special line.  The staff is very good, quick and eager to help with anything.  Definitely a good place to stop when you are in Crossgated Mall.",3,2019,New York_Albany_Crossgates Mall.csv
7,ChZDSUhNMG9nS0VJQ0FnSUNxb29YaUN3EAE,"Just didn't expect prices so high. Thought 2 items with advertised discounts would cost me 40 to 50 bucks. Total was $91.00.
Reminds of the old load and discount schemes from years past. I don't think ........",3,2021,New York_Albany_Crossgates Mall.csv
8,ChdDSUhNMG9nS0VJQ0FnSUMydXFYbHpRRRAB,"Great sales reps, quality product, pants for tall people!!  Work with Thread Up, win win.",5,2022,New York_Albany_Crossgates Mall.csv
9,ChdDSUhNMG9nS0VJQ0FnSUMway02SW9BRRAB,"It is place for you if you appreciate trendiest styles and highest quality fabrics and cloths. For men, their shirts, sweaters, jackets, jeans, pants and chinos are the best ever!",5,2020,New York_Albany_Crossgates Mall.csv
0,ChZDSUhNMG9nS0VJQ0FnSUR4b1l1bE53EAE,"DISGUSTED with their employee, JULIE’s behavior towards another customer. While i was waiting on line, i witnessed Julie being extremely condescending and RUDE towards an elderly lady whom didn’t know english. Her behavior displayed racist …",1,2023,New York_Astoria_STEINWAY ST-ASTORIA.csv
1,ChdDSUhNMG9nS0VJQ0FnSUNaeHZHdnpRRRAB,"Good, But it is cheaper than the original Banana Republic.",4,2023,New York_Astoria_STEINWAY ST-ASTORIA.csv
2,ChdDSUhNMG9nS0VJQ0FnSURoaTQyOXZnRRAB,I liked the layout of this store more than the ones in malls. Nice service,4,2023,New York_Astoria_STEINWAY ST-ASTORIA.csv
3,ChZDSUhNMG9nS0VJQ0FnSURCN2VyNk5REAE,Security is crazy at this place. Most of the time there's no security even there. But if you happen to be there when they are and you're white you better just turn around and leave.,3,2023,New York_Astoria_STEINWAY ST-ASTORIA.csv
4,ChdDSUhNMG9nS0VJQ0FnSUR4cUl1ZTZRRRAB,Best products and perfumes too loved it,5,2023,New York_Astoria_STEINWAY ST-ASTORIA.csv
5,ChdDSUhNMG9nS0VJQ0FnSUQyellla2pBRRAB,"Hello, so I was just there not too long ago. I’m 8 months pregnant and had a 2 year old with me. I desperately needed to use the restroom so I can continue shopping. I asked nicely if I could use the restroom and the lady says “No, no …",1,2022,New York_Astoria_STEINWAY ST-ASTORIA.csv
6,ChZDSUhNMG9nS0VJQ0FnSURzcXN6TGVBEAE,"Great deals,  clean,  friendly staff, and it is rare to be able to make a quick stop in a store like this. Usually I have to dig through a lot of stuff to find that one amazing bargain.  Not true here.  I can get in and find what I want quickly and go about my day.  It deserves more than 5 stars.",5,2020,New York_Astoria_STEINWAY ST-ASTORIA.csv
7,ChZDSUhNMG9nS0VJQ0FnSURld2ZLSFpBEAE,"A cozy and eye-catching store with modern apparel, accessories, and friendly associates. You don't  need a passport to visit this Banana Republic just you!",5,2023,New York_Astoria_STEINWAY ST-ASTORIA.csv
8,ChdDSUhNMG9nS0VJQ0FnSURVb2FyYnhnRRAB,My wife shops here and I have to say that the sales and items she has bought are very good. Sales are good but as any consumer you need to know what you are looking for and how much you are willing to spend even with the perks alotted with BR.,5,2019,New York_Astoria_STEINWAY ST-ASTORIA.csv
9,ChdDSUhNMG9nS0VJQ0FnSUNxa0lfRzR3RRAB,I am a frequent visitor of Marshalls as my car sitting   alone like a heart broken lover on a street crossing since November ( needs rack and pinion) I take the advantage of City buses when got bored specially the days I m off from my …,3,2021,New York_Astoria_STEINWAY ST-ASTORIA.csv
0,ChdDSUhNMG9nS0VJQ0FnSUNwXzl2b2lBRRAB,Strangely strict manager clearly doesn’t want business. So what do you do when it’s been a long day and your partner + family is shopping in the store. Well you go find yourself a nice seat and wait for them to finish. Clearly the manager …,1,2023,New York_Brooklyn_485 FULTON STREET.csv
1,ChdDSUhNMG9nS0VJQ0FnSURaM3VHeG9BRRAB,Usually store apply a label if an item is final sale: this location does not so check before you buy. My tag did not have any final sale sticker so now I’m stuck with pants I don’t need.,2,2023,New York_Brooklyn_485 FULTON STREET.csv
2,ChdDSUhNMG9nS0VJQ0FnSUNRbXFPc2tRRRAB,"One of my most favorite brand to wear. Been shopping this brand Gap/Banana Republic for over 25 years now. The quality, styles and fashion is very good. It's top quality and I would like for it to continue on the road path they are on. Most …",5,2019,New York_Brooklyn_485 FULTON STREET.csv
3,ChZDSUhNMG9nS0VJQ0FnSURSXy12dlhBEAE,"This Banana Republic location have completely fallen off! And it is sad.

i used to shop here on a regular a couple of years back when it was organized, …",1,2023,New York_Brooklyn_485 FULTON STREET.csv
4,ChZDSUhNMG9nS0VJQ0FnSURwMU5MSVNBEAE,Love this store! Great cargo pants for my husband found there! Professional customer service at the register! Cool discounts!,5,2023,New York_Brooklyn_485 FULTON STREET.csv
5,ChZDSUhNMG9nS0VJQ0FnSURoakxIN1FnEAE,I love this store. The staff was awesome. They look you in the eye when they talk to you and the store was clean. Big sale going on. I did take advantage of it.,5,2023,New York_Brooklyn_485 FULTON STREET.csv
6,ChZDSUhNMG9nS0VJQ0FnSURKbkxpTFZBEAE,Not Good Vibes here. UNFRIENDLY. The Manager seems to have control issues. STRANGELY run store. and it shows.,1,2023,New York_Brooklyn_485 FULTON STREET.csv
7,ChZDSUhNMG9nS0VJQ0FnSURCcmZHWVZREAE,"Still one of my ""go to spots"" since it was a safari/camp clothing store, before The Gap aquired it. Great sale happening right now! Found a broad black belt for $19.99. The staff is lovely.
Cheers!",5,2023,New York_Brooklyn_485 FULTON STREET.csv
8,ChZDSUhNMG9nS0VJQ0FnSUNSaXR5X1NBEAE,Great customer service everyone in the store is helpful and polite. Will be my new go to store for fashion,5,2023,New York_Brooklyn_485 FULTON STREET.csv
9,ChdDSUhNMG9nS0VJQ0FnSURHNVA3NzZRRRAB,"This was one of the best customer experiences I have ever had. Literally every single sales associate, whether they were folding clothes or at the register, they were all so warm and welcoming. Every single one asked me about my day and if …",5,2022,New York_Brooklyn_485 FULTON STREET.csv
0,ChdDSUhNMG9nS0VJQ0FnSURLMV95NHRRRRAB,"I had a great experience shopping in this banana republic. Firstly, the items they carry are so classy and chic! Secondly, they always have great sales- and you can use a student discount (if eligible) for an additional 10% off! They have …",5,2021,New York_Brooklyn_BAY RIDGE.csv
1,ChdDSUhNMG9nS0VJQ0FnSUNoMjhmbnJBRRAB,"I recently had an incredibly disappointing experience at Banana Republic, and I have to say that I would not recommend this store to anyone. From the moment I walked in, it was clear that the staff didn't care about providing good customer …",1,2023,New York_Brooklyn_BAY RIDGE.csv
